time,new,already
06:45,0,1
07:00,0,2
07:15,0,1
07:30,0,2
07:45,0,1
08:00,0,1
16:15,0,1
16:30,0,3
16:45,0,4
17:00,0,4
17:15,0,4
17:30,0,4
17:45,0,4
18:00,0,4
18:15,0,4
18:30,0,3
18:45,0,2
19:00,0,1
