x,y,time,lon,lat,height,wnd100m,wnd_shear_exp,wnd_azimuth,roughness,influx_toa,influx_direct,influx_diffuse,albedo,solar_altitude,solar_azimuth,temperature,soil temperature,dewpoint temperature,runoff
5.0,52.0,2024-01-01 00:00:00,5.0,52.0,-0.5661715,13.92189,0.19462445,0.71162945,0.29186895,0.0,0.0,0.0,0.0,-1.0637432829642013,6.174877071279728,281.2339,283.81396,277.95087,9.6321106e-05
5.0,52.0,2024-01-01 01:00:00,5.0,52.0,-0.5661715,13.676807,0.19615284,0.73748904,0.29296532,0.0,0.0,0.0,0.0,-1.0416839264415705,0.37946699294436015,280.64664,283.8109,278.01038,9.703636e-05
5.0,52.0,2024-01-01 02:00:00,5.0,52.0,-0.5661715,13.699601,0.19410075,0.76846033,0.29317307,0.0,0.0,0.0,0.0,-0.9519611649485888,0.7940743302188169,280.487,283.81134,278.30566,9.6321106e-05
5.0,52.0,2024-01-01 03:00:00,5.0,52.0,-0.5661715,13.4066515,0.19620468,0.8046798,0.29710963,0.0,0.0,0.0,0.0,-0.8203570169094464,1.1148972156474641,280.44672,283.81018,278.37228,9.75132e-05
5.0,52.0,2024-01-01 04:00:00,5.0,52.0,-0.5661715,13.142617,0.20186903,0.84859604,0.29958525,0.0,0.0,0.0,0.0,-0.6680022440770925,1.3694342915188642,280.51862,283.80902,278.5173,9.894371e-05
5.0,52.0,2024-01-01 05:00:00,5.0,52.0,-0.5661715,12.972385,0.20145455,0.8994726,0.29930246,0.0,0.0,0.0,0.0,-0.507810069028977,1.5860510025642174,280.62518,283.80786,278.84155,9.775162e-05
5.0,52.0,2024-01-01 06:00:00,5.0,52.0,-0.5661715,12.8348875,0.20265284,0.9761256,0.2988926,0.0,0.0,0.0,0.0,-0.34797179390187133,1.7842985071319324,280.4579,283.8067,278.78677,0.00010061264
5.0,52.0,2024-01-01 07:00:00,5.0,52.0,-0.5661715,12.509105,0.20102571,1.0648311,0.29920697,0.0,0.0,0.0,0.0,-0.19471852325896827,1.9772605020686607,280.187,283.8036,278.85034,0.00010871887
5.0,52.0,2024-01-01 08:00:00,5.0,52.0,-0.5661715,12.054938,0.20464082,1.081123,0.29864755,0.64,0.0,0.07111111,0.0,-0.0538290551677311,2.1741656465260584,280.46143,283.80243,278.7575,0.000101566315
5.0,52.0,2024-01-01 09:00:00,5.0,52.0,-0.5661715,11.881431,0.19819239,1.1109945,0.2975175,95.21778,3.3955555,13.724444,0.14226376,0.06861295650428456,2.381589560145184,280.73544,283.80127,278.596,9.6559525e-05
5.0,52.0,2024-01-01 10:00:00,5.0,52.0,-0.5661715,11.148088,0.19984205,1.167006,0.29678315,230.86223,48.782223,42.577778,0.14049426,0.1660263987172262,2.6033794636041616,281.22485,283.80206,278.59824,9.6321106e-05
5.0,52.0,2024-01-01 11:00:00,5.0,52.0,-0.5661715,10.918821,0.20255156,1.150514,0.29656887,321.28,92.96,58.00889,0.13224211,0.2317993087649144,2.8397111964406276,281.52103,283.80084,278.51083,9.6321106e-05
5.0,52.0,2024-01-01 12:00:00,5.0,52.0,-0.5661715,11.001404,0.19061212,1.1785793,0.29523155,360.2489,100.46222,75.05778,0.13531855,0.2604994370651412,3.0862393289970225,281.69324,283.79968,278.43674,9.6321106e-05
5.0,52.0,2024-01-01 13:00:00,5.0,52.0,-0.5661715,10.855192,0.18703914,1.1903512,0.29434207,345.1378,68.30222,70.47111,0.13066871,0.24945140206248037,3.3348382226219133,281.54324,283.79657,278.29614,9.8228455e-05
5.0,52.0,2024-01-01 14:00:00,5.0,52.0,-0.5661715,11.117589,0.20124254,1.2204356,0.29465574,277.01334,84.76444,47.253334,0.14274172,0.19971067362695163,3.5765513520163816,281.57993,283.79504,277.7956,9.727478e-05
5.0,52.0,2024-01-01 15:00:00,5.0,52.0,-0.5661715,10.81346,0.22200133,1.2238166,0.2940792,160.42667,32.622223,35.395557,0.14218505,0.11566424586425535,3.805112619935079,281.1477,283.79388,277.13132,9.6321106e-05
5.0,52.0,2024-01-01 16:00:00,5.0,52.0,-0.5661715,9.995061,0.23654465,1.1239105,0.2933395,23.537777,1.9911112,5.1555557,0.14179105,0.003587161517544318,4.018725567568477,280.51205,283.79266,276.78934,9.6321106e-05
5.0,52.0,2024-01-01 17:00:00,5.0,52.0,-0.5661715,9.276223,0.2538029,0.9554849,0.29288596,0.0,0.0,0.0,0.0,-0.1298197150696943,4.219743712304025,280.1174,283.7915,276.72064,9.584427e-05
5.0,52.0,2024-01-01 18:00:00,5.0,52.0,-0.5661715,9.218838,0.25839105,0.81903905,0.29265004,0.0,0.0,0.0,0.0,-0.27823431623510997,4.413605112116027,279.7106,283.79028,276.98236,9.584427e-05
5.0,52.0,2024-01-01 19:00:00,5.0,52.0,-0.5661715,8.614134,0.2673313,0.65647,0.29247427,0.0,0.0,0.0,0.0,-0.43579383745432704,4.608297221143785,279.85345,283.78912,277.44928,9.6321106e-05
5.0,52.0,2024-01-01 20:00:00,5.0,52.0,-0.5661715,8.570645,0.25833708,0.49472985,0.2924034,0.0,0.0,0.0,0.0,-0.596589663042252,4.814953176736331,279.98096,283.78595,277.57388,9.6321106e-05
5.0,52.0,2024-01-01 21:00:00,5.0,52.0,-0.5661715,8.671248,0.24363784,0.28545323,0.29265764,0.0,0.0,0.0,0.0,-0.7535391085830598,5.049844954906777,280.06528,283.78473,277.8521,9.6559525e-05
5.0,52.0,2024-01-01 22:00:00,5.0,52.0,-0.5661715,9.142139,0.22305068,6.273817,0.29371545,0.0,0.0,0.0,0.0,-0.8962472964728685,5.3373439280998785,280.17636,283.78546,278.10574,9.870529e-05
5.0,52.0,2024-01-01 23:00:00,5.0,52.0,-0.5661715,10.425374,0.2147513,6.212912,0.29678684,0.0,0.0,0.0,0.0,-1.007545774121603,5.708231064420603,280.30798,283.78424,278.68173,0.00010347366
5.0,52.0,2024-01-02 00:00:00,5.0,52.0,-0.5661715,11.473911,0.21218285,6.258277,0.29972345,0.0,0.0,0.0,0.0,-1.0622023407023444,6.171192405739642,280.41327,283.78308,279.30295,0.000121831894
5.0,52.0,2024-01-02 01:00:00,5.0,52.0,-0.5661715,12.048793,0.2063118,6.150462,0.2997751,0.0,0.0,0.0,0.0,-1.04078491347798,0.3751347744431248,280.5814,283.7799,279.51062,0.00020861626
5.0,52.0,2024-01-02 02:00:00,5.0,52.0,-0.5661715,12.58265,0.20150203,6.077378,0.29980633,0.0,0.0,0.0,0.0,-0.9516197517117411,0.7900348064685807,280.57886,283.7787,279.655,0.00023579597
5.0,52.0,2024-01-02 03:00:00,5.0,52.0,-0.5661715,11.91542,0.20577918,6.196104,0.2997461,0.0,0.0,0.0,0.0,-0.8203584112937772,1.1114201129314498,281.1098,283.7791,280.42365,0.00058054924
5.0,52.0,2024-01-02 04:00:00,5.0,52.0,-0.5661715,11.896241,0.20266202,0.2566087,0.29976827,0.0,0.0,0.0,0.0,-0.6681666526060721,1.366417483116502,281.83044,283.7779,281.34717,0.00031542778
5.0,52.0,2024-01-02 05:00:00,5.0,52.0,-0.5661715,12.958096,0.20795707,0.82019174,0.29983222,0.0,0.0,0.0,0.0,-0.5080128395339149,1.5833409459783054,282.69702,283.77667,282.24298,0.0001487732
5.0,52.0,2024-01-02 06:00:00,5.0,52.0,-0.5661715,13.943036,0.20488472,1.2482436,0.2997255,0.0,0.0,0.0,0.0,-0.3481225495385448,1.7817725270206926,284.1183,283.7754,283.3114,0.00010514259
5.0,52.0,2024-01-02 07:00:00,5.0,52.0,-0.5661715,12.948202,0.2083558,1.2645776,0.2992395,0.0,0.0,0.0,0.0,-0.19474386792299275,1.974832746648431,284.40686,283.77417,283.23944,9.75132e-05
5.0,52.0,2024-01-02 08:00:00,5.0,52.0,-0.5661715,11.4417305,0.21326427,1.1846956,0.29890078,0.6755555,0.0,0.053333335,0.0,-0.053663200710920796,2.171783268742792,284.36722,283.771,283.07397,9.775162e-05
5.0,52.0,2024-01-02 09:00:00,5.0,52.0,-0.5661715,10.284242,0.21474671,1.029141,0.29856718,95.78667,0.0,10.595555,0.13926175,0.06903085110642547,2.379233414997544,284.5539,283.76978,283.11865,9.775162e-05
5.0,52.0,2024-01-02 10:00:00,5.0,52.0,-0.5661715,10.535705,0.19882825,0.77496856,0.29884112,231.89333,0.19555555,36.533333,0.13262343,0.16674838065918884,2.6010690600424202,284.8324,283.77045,283.30426,0.00010037422
5.0,52.0,2024-01-02 11:00:00,5.0,52.0,-0.5661715,10.133448,0.20309709,0.61095834,0.2994687,322.7378,0.96,53.386665,0.135754,0.23285870332529413,2.837506375607776,284.7506,283.76923,283.3396,0.00010871887
5.0,52.0,2024-01-02 12:00:00,5.0,52.0,-0.5661715,10.503162,0.20771374,0.38360122,0.29963547,362.16888,0.0,35.146667,0.13555893,0.2618989417441973,3.084226759513225,284.33582,283.76794,283.43463,0.00016593933
5.0,52.0,2024-01-02 13:00:00,5.0,52.0,-0.5661715,10.256451,0.20885739,0.17663689,0.29962626,347.48444,0.0,16.053333,0.11074197,0.25115813228933753,3.333099048590618,283.98315,283.76477,283.5265,0.0007481575
5.0,52.0,2024-01-02 14:00:00,5.0,52.0,-0.5661715,11.105217,0.20017613,0.2057362,0.2997163,279.68,0.0,7.502222,0.11137441,0.2016649260767162,3.5751277337439755,283.99338,283.7635,283.56104,0.001912117
5.0,52.0,2024-01-02 15:00:00,5.0,52.0,-0.5661715,12.79585,0.20295587,0.37436566,0.29981223,163.41333,0.0,4.657778,0.114503816,0.11779758516123723,3.803997171487513,284.47845,283.7619,283.51453,0.0008010864
5.0,52.0,2024-01-02 16:00:00,5.0,52.0,-0.5661715,13.882066,0.19552389,0.19627635,0.2999002,25.244444,0.0,0.7822222,0.13636364,0.0058383966831837015,4.017874852234108,284.51477,283.76068,283.68134,0.0013618469
5.0,52.0,2024-01-02 17:00:00,5.0,52.0,-0.5661715,15.120082,0.19447508,0.44237322,0.29981586,0.0,0.0,0.0,0.0,-0.1274971212248736,4.219097559801611,284.98364,283.7594,283.7724,0.0006093979
5.0,52.0,2024-01-02 18:00:00,5.0,52.0,-0.5661715,16.29097,0.19712842,0.6726717,0.29889217,0.0,0.0,0.0,0.0,-0.27587214176031405,4.413097298236108,285.4818,283.75812,283.185,0.00010681152
5.0,52.0,2024-01-02 19:00:00,5.0,52.0,-0.5661715,19.599445,0.18893379,0.85543066,0.29967606,0.0,0.0,0.0,0.0,-0.43341273526942853,4.607853179762633,284.9313,283.75684,281.81747,0.00011110306
5.0,52.0,2024-01-02 20:00:00,5.0,52.0,-0.5661715,20.55524,0.19214319,0.93475246,0.29774466,0.0,0.0,0.0,0.0,-0.5942049422806657,4.814472414082216,284.58276,283.75555,280.79724,0.00010108948
5.0,52.0,2024-01-02 21:00:00,5.0,52.0,-0.5661715,21.576584,0.18741657,1.0112889,0.29524007,0.0,0.0,0.0,0.0,-0.751170889995001,5.049159588692847,284.27924,283.75427,280.2812,0.0001039505
5.0,52.0,2024-01-02 22:00:00,5.0,52.0,-0.5661715,19.553617,0.18633895,1.0855106,0.29331458,0.0,0.0,0.0,0.0,-0.8939437219364162,5.336141128953647,284.31067,283.753,279.78998,0.0001039505
5.0,52.0,2024-01-02 23:00:00,5.0,52.0,-0.5661715,19.221376,0.18646151,1.2447832,0.29290572,0.0,0.0,0.0,0.0,-1.0054334173348918,5.705999909912062,283.8233,283.7517,280.0158,0.00010585785
5.0,52.0,2024-01-03 00:00:00,5.0,52.0,-0.5661715,17.50289,0.19216849,1.2626371,0.2955182,0.0,0.0,0.0,0.0,-1.06052579206031,6.167588610050861,283.75214,283.75043,280.14642,0.00010442734
5.0,52.0,2024-01-03 01:00:00,5.0,52.0,-0.5661715,17.37062,0.19441679,1.188796,0.29517588,0.0,0.0,0.0,0.0,-1.0397452020856357,0.3707903227817273,283.77332,283.74908,280.28864,0.00010585785
5.0,52.0,2024-01-03 02:00:00,5.0,52.0,-0.5661715,17.019257,0.19312805,1.1831529,0.29448804,0.0,0.0,0.0,0.0,-0.9511453112252156,0.7859217290946805,283.76373,283.7478,280.0412,0.00010442734
5.0,52.0,2024-01-03 03:00:00,5.0,52.0,-0.5661715,16.00158,0.19454986,1.2010138,0.29531395,0.0,0.0,0.0,0.0,-0.8202364593688,1.1078507306682532,283.59497,283.74426,280.04605,0.000102996826
5.0,52.0,2024-01-03 04:00:00,5.0,52.0,-0.5661715,15.016445,0.19673374,1.2005186,0.29778895,0.0,0.0,0.0,0.0,-0.668214107344966,1.3633092897289154,283.3049,283.74292,280.61624,0.000106334686
5.0,52.0,2024-01-03 05:00:00,5.0,52.0,-0.5661715,14.013278,0.20159934,1.1389931,0.2981381,0.0,0.0,0.0,0.0,-0.5081013032803186,1.5805465282617894,282.93845,283.74164,280.85083,0.000106334686
5.0,52.0,2024-01-03 06:00:00,5.0,52.0,-0.5661715,13.007922,0.20355056,1.0537081,0.2986327,0.0,0.0,0.0,0.0,-0.3481586565694615,1.7791708046978416,282.63965,283.7403,280.99652,0.000108003616
5.0,52.0,2024-01-03 07:00:00,5.0,52.0,-0.5661715,12.701864,0.20274048,1.0743245,0.2996799,0.0,0.0,0.0,0.0,-0.19465205447678674,1.972338582634466,282.4594,283.739,281.07217,0.00011920929
5.0,52.0,2024-01-03 08:00:00,5.0,52.0,-0.5661715,12.659173,0.20407923,1.1416279,0.29979914,0.7111111,0.0,0.053333335,0.0,-0.05337628070811265,2.1693450039980107,282.4358,283.73767,280.98352,0.00012898445
5.0,52.0,2024-01-03 09:00:00,5.0,52.0,-0.5661715,12.50255,0.20181513,1.1569837,0.29979327,96.568886,0.0,12.213333,0.13100436,0.06957427427971609,2.3768340817970244,282.55624,283.73828,281.28027,0.00013256073
5.0,52.0,2024-01-03 10:00:00,5.0,52.0,-0.5661715,12.646048,0.19917388,1.1719879,0.29972568,233.10222,6.88,24.16,0.12657502,0.16759986503876254,2.598731348888572,282.86322,283.735,280.80487,0.00012898445
5.0,52.0,2024-01-03 11:00:00,5.0,52.0,-0.5661715,13.11197,0.1919331,1.1527188,0.29962942,324.37332,0.0,35.395557,0.1260673,0.23404984307835536,2.8352936924970265,282.93542,283.73364,280.92432,0.00011754036
5.0,52.0,2024-01-03 12:00:00,5.0,52.0,-0.5661715,12.808263,0.18860021,1.1739846,0.29912892,364.26666,33.76,74.27556,0.13296035,0.2634295462155329,3.0822283992886836,283.30838,283.73425,281.3246,0.00010848045
5.0,52.0,2024-01-03 13:00:00,5.0,52.0,-0.5661715,11.63431,0.19088496,1.1201954,0.29840282,350.00888,10.346666,50.24,0.11737089,0.2529918834195714,3.331396437665331,282.85794,283.7329,281.35904,0.00047683716
5.0,52.0,2024-01-03 14:00:00,5.0,52.0,-0.5661715,11.861362,0.20102188,1.1186062,0.29917064,282.56,34.86222,69.475555,0.14022832,0.20373913127317964,3.573760657148983,282.84064,283.73157,280.56042,0.00015497208
5.0,52.0,2024-01-03 15:00:00,5.0,52.0,-0.5661715,11.1247425,0.21764413,1.1184748,0.29960734,166.57777,11.448889,28.035555,0.13957676,0.12004207002514447,3.8029543830733337,282.41382,283.72992,280.47363,0.00011301041
5.0,52.0,2024-01-03 16:00:00,5.0,52.0,-0.5661715,10.070539,0.2293254,1.1018822,0.29959694,27.057777,0.83555555,5.8133335,0.14171124,0.0081917051037655,4.017109241049363,282.04404,283.72858,280.35742,0.000111579895
5.0,52.0,2024-01-03 17:00:00,5.0,52.0,-0.5661715,9.619674,0.22683239,1.1019121,0.29956666,0.0,0.0,0.0,0.0,-0.12508054923537817,4.218546549769819,281.62518,283.72723,280.50964,0.00011110306
5.0,52.0,2024-01-03 18:00:00,5.0,52.0,-0.5661715,9.494773,0.2256219,1.1666949,0.2995195,0.0,0.0,0.0,0.0,-0.2734221882011422,4.412693831111339,281.42706,283.72583,280.61496,0.00011014938
5.0,52.0,2024-01-03 19:00:00,5.0,52.0,-0.5661715,9.550495,0.21866845,1.2533782,0.29955932,0.0,0.0,0.0,0.0,-0.43094740449779295,4.607523274372915,281.7595,283.7245,280.8025,0.00012922287
5.0,52.0,2024-01-03 20:00:00,5.0,52.0,-0.5661715,9.338414,0.22504209,1.304882,0.29956234,0.0,0.0,0.0,0.0,-0.5917360639514699,4.814117147531096,281.5692,283.72314,280.5003,0.00011396408
5.0,52.0,2024-01-03 21:00:00,5.0,52.0,-0.5661715,8.842965,0.23509921,1.3838966,0.2995216,0.0,0.0,0.0,0.0,-0.7487139609958068,5.048612485194581,281.3192,283.72174,280.11533,0.000113487244
5.0,52.0,2024-01-03 22:00:00,5.0,52.0,-0.5661715,8.866115,0.236846,1.6460313,0.29951695,0.0,0.0,0.0,0.0,-0.8915408070031973,5.335086773432896,281.40512,283.72034,280.1487,0.0001142025
5.0,52.0,2024-01-03 23:00:00,5.0,52.0,-0.5661715,8.39347,0.24004912,1.9059454,0.29949668,0.0,0.0,0.0,0.0,-1.003204598976074,5.703909543406863,281.45737,283.719,280.2282,0.00011467934
5.0,52.0,2024-01-04 00:00:00,5.0,52.0,-0.5661715,7.7776613,0.24479221,2.0398092,0.2994077,0.0,0.0,0.0,0.0,-1.058714804952695,6.164071031831373,281.48145,283.7176,280.02863,0.000114917755
5.0,52.0,2024-01-04 01:00:00,5.0,52.0,-0.5661715,7.6311955,0.25230935,1.9590132,0.29934773,0.0,0.0,0.0,0.0,-1.0385649447705765,0.36644049380515675,281.44788,283.71625,279.65656,0.00011634827
5.0,52.0,2024-01-04 02:00:00,5.0,52.0,-0.5661715,7.37821,0.26048303,1.8957024,0.29940093,0.0,0.0,0.0,0.0,-0.9505371886973718,0.7817407746566766,281.26556,283.71484,279.54657,0.000113487244
5.0,52.0,2024-01-04 03:00:00,5.0,52.0,-0.5661715,6.8513055,0.26865613,1.848147,0.299383,0.0,0.0,0.0,0.0,-0.8199901731342838,1.10419321144159,280.86816,283.71313,279.65906,0.00011587143
5.0,52.0,2024-01-04 04:00:00,5.0,52.0,-0.5661715,7.0909185,0.25546986,1.7772168,0.29941717,0.0,0.0,0.0,0.0,-0.6681435688090414,1.360112857856147,280.81042,283.71173,280.12244,0.00012040138
5.0,52.0,2024-01-04 05:00:00,5.0,52.0,-0.5661715,7.273777,0.23891659,1.6787351,0.2994349,0.0,0.0,0.0,0.0,-0.5080745006562801,1.5776703244122585,281.02753,283.71033,280.20557,0.000118494034
5.0,52.0,2024-01-04 06:00:00,5.0,52.0,-0.5661715,7.0350323,0.2347236,1.6408201,0.2994227,0.0,0.0,0.0,0.0,-0.34807930234760603,1.776495586949495,281.17145,283.70892,280.00928,0.000119924545
5.0,52.0,2024-01-04 07:00:00,5.0,52.0,-0.5661715,6.069239,0.25452662,1.6010206,0.29938126,0.0,0.0,0.0,0.0,-0.19444245933932508,1.969780061914163,281.0785,283.70752,280.15063,0.00016570091
5.0,52.0,2024-01-04 08:00:00,5.0,52.0,-0.5661715,5.782288,0.26735917,1.4681642,0.29938087,0.7822222,0.0,0.10666667,0.16666667,-0.05296789165779338,2.166852780987322,281.0005,283.70612,279.8595,0.0001320839
5.0,52.0,2024-01-04 09:00:00,5.0,52.0,-0.5661715,5.53787,0.24325515,1.4058859,0.29937485,97.52889,2.791111,17.493334,0.13935144,0.07024338600371573,2.374393402368893,280.8947,283.7047,279.67505,0.00012922287
5.0,52.0,2024-01-04 10:00:00,5.0,52.0,-0.5661715,5.1562033,0.23248947,1.407727,0.29937774,234.45334,9.564445,39.395557,0.13834423,0.16858075250274945,2.59636810279615,281.1505,283.70325,279.86475,0.00012588501
5.0,52.0,2024-01-04 11:00:00,5.0,52.0,-0.5661715,5.5001874,0.21902381,1.3308573,0.29919243,326.18668,17.546667,76.28445,0.117847666,0.23537236086087757,2.833074861383247,281.7918,283.70184,280.56995,0.00011920929
5.0,52.0,2024-01-04 12:00:00,5.0,52.0,-0.5661715,6.2825255,0.2140278,1.3465211,0.29920882,366.50665,35.52,50.968887,0.14080164,0.2650906127588481,3.0802459090521466,281.89142,283.7024,280.80627,0.00016736984
5.0,52.0,2024-01-04 13:00:00,5.0,52.0,-0.5661715,7.455662,0.21318138,1.3546997,0.29926667,352.67557,72.51556,66.80889,0.13410744,0.25495175108916396,3.3297319832343404,281.9815,283.70093,280.28076,0.0002374649
5.0,52.0,2024-01-04 14:00:00,5.0,52.0,-0.5661715,7.170765,0.20948516,1.3585316,0.2986635,285.5822,44.711113,64.08889,0.14264706,0.20593213491189738,3.572451608150035,281.74274,283.69952,279.72742,0.00026082993
5.0,52.0,2024-01-04 15:00:00,5.0,52.0,-0.5661715,6.5587626,0.26632917,1.2350634,0.29906738,169.84889,23.662222,37.45778,0.13845259,0.12239633037114911,3.8019855825128674,281.32452,283.69775,279.469,0.000118255615
5.0,52.0,2024-01-04 16:00:00,5.0,52.0,-0.5661715,5.8082385,0.32765338,0.9882584,0.2989798,29.04889,0.23111111,6.062222,0.1440678,0.010645548270164954,4.01642986724735,280.7182,283.69635,279.14954,0.00011730194
5.0,52.0,2024-01-04 17:00:00,5.0,52.0,-0.5661715,5.500006,0.33871758,0.65088034,0.29896978,0.0,0.0,0.0,0.0,-0.12257165569296537,4.218091608768824,280.28967,283.6949,279.02185,0.000118255615
5.0,52.0,2024-01-04 18:00:00,5.0,52.0,-0.5661715,5.3848534,0.33391067,0.26522538,0.29897618,0.0,0.0,0.0,0.0,-0.27088618586061247,4.412395438553068,279.70172,283.69342,278.69287,0.00011873245
5.0,52.0,2024-01-04 19:00:00,5.0,52.0,-0.5661715,5.5403376,0.31292617,6.183251,0.299152,0.0,0.0,0.0,0.0,-0.42839961573583685,4.607308056115376,279.57904,283.69202,278.65967,0.000119924545
5.0,52.0,2024-01-04 20:00:00,5.0,52.0,-0.5661715,6.153889,0.2875243,5.939045,0.29934987,0.0,0.0,0.0,0.0,-0.5891848188000348,4.813887795155475,279.7279,283.69055,278.76697,0.00012731552
5.0,52.0,2024-01-04 21:00:00,5.0,52.0,-0.5661715,7.222693,0.26298323,5.6457863,0.2994049,0.0,0.0,0.0,0.0,-0.7461701258599819,5.048204044243689,280.044,283.6891,279.15247,0.00014066696
5.0,52.0,2024-01-04 22:00:00,5.0,52.0,-0.5661715,7.49515,0.23226646,5.689024,0.29944038,0.0,0.0,0.0,0.0,-0.8890403634994635,5.33418161082279,280.41736,283.68762,279.64172,0.00015163422
5.0,52.0,2024-01-04 23:00:00,5.0,52.0,-0.5661715,8.530363,0.22136652,5.691269,0.29952142,0.0,0.0,0.0,0.0,-1.0008610476449038,5.701962123918187,280.50323,283.68616,279.79456,0.0003633499
5.0,52.0,2024-01-05 00:00:00,5.0,52.0,-0.5661715,9.013394,0.22399,5.8145666,0.29954994,0.0,0.0,0.0,0.0,-1.0567706245801292,6.160644732334349,280.83008,283.6847,280.05017,0.00027036667
5.0,52.0,2024-01-05 01:00:00,5.0,52.0,-0.5661715,9.094818,0.24030413,6.0564895,0.2995162,0.0,0.0,0.0,0.0,-1.0372444000370422,0.36209206287415885,281.56494,283.6833,280.4358,0.00012779236
5.0,52.0,2024-01-05 02:00:00,5.0,52.0,-0.5661715,9.097038,0.24615562,6.116263,0.2994181,0.0,0.0,0.0,0.0,-0.9497948249559217,0.7774976921073596,281.89417,283.68182,280.4618,0.00012588501
5.0,52.0,2024-01-05 03:00:00,5.0,52.0,-0.5661715,9.272903,0.24962912,6.0992785,0.29953834,0.0,0.0,0.0,0.0,-0.8196186438471248,1.1004517949534618,281.7826,283.68,280.1377,0.00012588501
5.0,52.0,2024-01-05 04:00:00,5.0,52.0,-0.5661715,9.8522215,0.23392354,6.166386,0.2995988,0.0,0.0,0.0,0.0,-0.6679540679476104,1.3568314139183493,281.7118,283.67853,279.86127,0.00012612343
5.0,52.0,2024-01-05 05:00:00,5.0,52.0,-0.5661715,10.803668,0.2219379,0.008087326,0.29966387,0.0,0.0,0.0,0.0,-0.507931539365944,1.5747149678484,281.6505,283.67706,279.54352,0.00012850761
5.0,52.0,2024-01-05 06:00:00,5.0,52.0,-0.5661715,11.328051,0.21727452,0.12700143,0.29964167,0.0,0.0,0.0,0.0,-0.34788374115273957,1.7737491603672038,281.34064,283.6756,278.83093,0.00014185905
5.0,52.0,2024-01-05 07:00:00,5.0,52.0,-0.5661715,11.070925,0.21288553,0.13283852,0.29966283,0.0,0.0,0.0,0.0,-0.19411452631434986,1.9671592604871184,280.69794,283.67413,278.23633,0.00013327599
5.0,52.0,2024-01-05 08:00:00,5.0,52.0,-0.5661715,10.621287,0.20956665,0.12488102,0.29966912,0.85333335,0.0,0.07111111,0.0,-0.052437697622635004,2.164308538964982,280.11853,283.67267,277.83508,0.000156641
5.0,52.0,2024-01-05 09:00:00,5.0,52.0,-0.5661715,9.764987,0.20347315,0.11772001,0.29962313,98.63111,0.0,4.497778,0.1027668,0.07103827946513011,2.3719132173835638,279.5097,283.6731,277.88483,0.0001912117
5.0,52.0,2024-01-05 10:00:00,5.0,52.0,-0.5661715,8.949568,0.2122467,0.21529618,0.29958573,235.98222,0.017777778,10.471111,0.13559322,0.1696908789023804,2.593981083690482,279.39114,283.67163,278.55746,0.0002593994
5.0,52.0,2024-01-05 11:00:00,5.0,52.0,-0.5661715,9.295901,0.23295166,0.46471643,0.29957396,328.17776,1.4044445,23.68,0.14741318,0.23682582777697467,2.8308515787662056,279.6774,283.67017,279.24783,0.00033426285
5.0,52.0,2024-01-05 12:00:00,5.0,52.0,-0.5661715,9.258922,0.1917883,0.7277716,0.29952013,368.92444,0.35555556,21.706667,0.10717163,0.26688144561150895,3.0782809267168005,280.20697,283.66864,279.58643,0.00024533272
5.0,52.0,2024-01-05 13:00:00,5.0,52.0,-0.5661715,7.2280617,0.19960575,1.0828568,0.29925546,355.52,2.5244443,24.106667,0.129506,0.2570367769744581,3.3281072509539897,280.5791,283.66718,279.9729,0.0001449585
5.0,52.0,2024-01-05 14:00:00,5.0,52.0,-0.5661715,5.802978,0.19114564,1.5747615,0.2992284,288.78223,2.1511111,24.604445,0.13156146,0.20824273352399195,3.5712020381475176,280.69156,283.66565,279.99213,0.0001320839
5.0,52.0,2024-01-05 15:00:00,5.0,52.0,-0.5661715,6.085375,0.21768028,2.0608878,0.29906532,173.29778,8.675555,25.368889,0.14934726,0.1248589530000097,3.8010920539874746,280.56155,283.66388,279.6275,0.00013113022
5.0,52.0,2024-01-05 16:00:00,5.0,52.0,-0.5661715,6.1185436,0.2396552,2.3097591,0.2988234,31.146667,0.53333336,3.768889,0.12809917,0.013198352018904192,4.015837809794737,280.10776,283.66235,279.02466,0.00013017654
5.0,52.0,2024-01-05 17:00:00,5.0,52.0,-0.5661715,5.5109124,0.25349113,2.3680398,0.29840064,0.0,0.0,0.0,0.0,-0.11997212435397468,4.217733597617772,279.66946,283.6609,278.64722,0.00013113022
5.0,52.0,2024-01-05 18:00:00,5.0,52.0,-0.5661715,4.8081656,0.3126346,2.3699102,0.29831624,0.0,0.0,0.0,0.0,-0.2682658833568157,4.412202769882004,279.69257,283.65936,278.5121,0.0001320839
5.0,52.0,2024-01-05 19:00:00,5.0,52.0,-0.5661715,4.540975,0.3191169,2.426348,0.29822716,0.0,0.0,0.0,0.0,-0.4257711494637565,4.6072079818198866,279.68365,283.65784,278.52017,0.00013256073
5.0,52.0,2024-01-05 20:00:00,5.0,52.0,-0.5661715,4.0621195,0.33768642,2.4211085,0.29815742,0.0,0.0,0.0,0.0,-0.586553000472651,4.813784658188132,279.7268,283.65637,278.45734,0.00013303757
5.0,52.0,2024-01-05 21:00:00,5.0,52.0,-0.5661715,3.7031462,0.33004853,2.4021032,0.29813364,0.0,0.0,0.0,0.0,-0.7435411882055358,5.047934512812242,279.5324,283.65485,278.32318,0.00013399124
