timeinterval,price_shortage,price_surplus,regulation_state,jaar
2018-09-16 17:15:00,51.97,51.97,1,2018
2018-09-16 17:30:00,55.97,55.97,1,2018
2018-09-16 17:45:00,145.21,145.21,1,2018
2018-09-16 18:00:00,350.21,350.21,1,2018
2018-09-16 18:15:00,350.21,350.21,1,2018
2018-09-16 18:30:00,350.21,350.21,1,2018
2018-09-16 18:45:00,58.42,58.42,1,2018
2018-09-16 19:00:00,198.21,198.21,1,2018
2018-09-16 19:15:00,81.56,81.56,1,2018
2018-09-16 19:30:00,60.01,60.01,1,2018
2018-09-16 19:45:00,75.97,75.97,1,2018
2018-09-16 20:00:00,350.21,350.21,1,2018
2018-09-16 20:15:00,350.21,350.21,1,2018
2018-09-16 20:30:00,125.21,125.21,1,2018
2018-09-16 20:45:00,125.21,42.04,2,2018
2018-09-16 21:00:00,350.21,42.04,2,2018
2018-09-16 21:15:00,80.19,80.19,1,2018
2018-09-16 21:30:00,60.22,60.22,1,2018
2018-09-16 21:45:00,95.21,95.21,1,2018
2018-09-16 22:00:00,54.08,42.88,2,2018
2018-09-16 22:15:00,149.02,149.02,1,2018
2018-09-16 22:30:00,60.19,60.19,1,2018
2018-09-16 22:45:00,60.19,40.48,2,2018
2018-09-16 23:00:00,143.02,53.06,2,2018
2018-09-16 23:15:00,60.19,39.1,2,2018
2018-09-16 23:30:00,60.19,39.1,2,2018
2018-09-16 23:45:00,46.88,46.88,-1,2018
2018-09-17 00:00:00,143.02,46.88,2,2018
2018-09-17 00:15:00,143.02,39.1,2,2018
2018-09-17 00:30:00,143.02,37.5,2,2018
2018-09-17 00:45:00,39.1,39.1,-1,2018
2018-09-17 01:00:00,37.38,37.38,-1,2018
2018-09-17 01:15:00,39.2,39.2,-1,2018
2018-09-17 01:30:00,37.51,37.51,-1,2018
2018-09-17 01:45:00,39.1,39.1,-1,2018
2018-09-17 02:00:00,0.03,0.03,-1,2018
2018-09-17 02:15:00,34.18,34.18,-1,2018
2018-09-17 02:30:00,8.03,8.03,-1,2018
2018-09-17 02:45:00,25.21,25.21,-1,2018
2018-09-17 03:00:00,43.02,36.44,2,2018
2018-09-17 03:15:00,-47.36,-47.36,-1,2018
2018-09-17 03:30:00,0.0,0.0,0,2018
2018-09-17 03:45:00,39.5,39.5,-1,2018
2018-09-17 04:00:00,39.26,39.26,-1,2018
2018-09-17 04:15:00,39.26,39.26,-1,2018
2018-09-17 04:30:00,52.14,39.26,2,2018
2018-09-17 04:45:00,125.38,125.38,1,2018
2018-09-17 05:00:00,52.14,47.09,2,2018
2018-09-17 05:15:00,0.0,0.0,0,2018
2018-09-17 05:30:00,47.04,47.04,-1,2018
2018-09-17 05:45:00,49.93,49.93,-1,2018
2018-09-17 06:00:00,0.0,0.0,0,2018
2018-09-17 06:15:00,50.04,50.04,-1,2018
2018-09-17 06:30:00,0.0,0.0,0,2018
2018-09-17 06:45:00,0.0,0.0,0,2018
2018-09-17 07:00:00,0.0,0.0,0,2018
2018-09-17 07:15:00,55.22,55.22,-1,2018
2018-09-17 07:30:00,50.07,50.07,-1,2018
2018-09-17 07:45:00,0.0,0.0,0,2018
2018-09-17 08:00:00,54.38,54.38,1,2018
2018-09-17 08:15:00,75.38,75.38,1,2018
2018-09-17 08:30:00,148.02,148.02,1,2018
2018-09-17 08:45:00,56.76,56.76,1,2018
2018-09-17 09:00:00,53.91,53.91,1,2018
2018-09-17 09:15:00,53.91,53.91,1,2018
2018-09-17 09:30:00,48.02,48.02,1,2018
2018-09-17 09:45:00,56.14,56.14,1,2018
2018-09-17 10:00:00,0.0,0.0,0,2018
2018-09-17 10:15:00,49.16,49.16,-1,2018
2018-09-17 10:30:00,43.65,43.65,-1,2018
2018-09-17 10:45:00,46.22,46.22,-1,2018
2018-09-17 11:00:00,46.99,46.99,-1,2018
2018-09-17 11:15:00,48.35,48.35,-1,2018
2018-09-17 11:30:00,48.2,48.2,-1,2018
2018-09-17 11:45:00,48.68,48.68,-1,2018
2018-09-17 12:00:00,46.99,46.99,-1,2018
2018-09-17 12:15:00,49.84,49.84,-1,2018
2018-09-17 12:30:00,42.99,42.99,-1,2018
2018-09-17 12:45:00,42.99,42.99,-1,2018
2018-09-17 13:00:00,39.22,39.22,-1,2018
2018-09-17 13:15:00,42.99,42.99,-1,2018
2018-09-17 13:30:00,55.22,55.22,-1,2018
2018-09-17 13:45:00,53.85,53.85,1,2018
2018-09-17 14:00:00,50.07,50.07,-1,2018
2018-09-17 14:15:00,0.0,0.0,0,2018
2018-09-17 14:30:00,60.36,60.36,1,2018
2018-09-17 14:45:00,60.36,60.36,1,2018
2018-09-17 15:00:00,54.64,54.64,1,2018
2018-09-17 15:15:00,148.02,148.02,1,2018
2018-09-17 15:30:00,148.02,148.02,1,2018
2018-09-17 15:45:00,148.02,148.02,1,2018
2018-09-17 16:00:00,56.14,56.14,1,2018
2018-09-17 16:15:00,60.36,60.36,1,2018
2018-09-17 16:30:00,64.02,64.02,1,2018
2018-09-17 16:45:00,60.56,60.56,1,2018
2018-09-17 17:00:00,69.62,69.62,1,2018
2018-09-17 17:15:00,69.62,69.62,1,2018
2018-09-17 17:30:00,69.62,69.62,1,2018
2018-09-17 17:45:00,69.62,69.62,1,2018
2018-09-17 18:00:00,81.82,81.82,1,2018
2018-09-17 18:15:00,222.02,222.02,1,2018
2018-09-17 18:30:00,381.82,47.13,2,2018
2018-09-17 18:45:00,42.99,42.99,-1,2018
2018-09-17 19:00:00,350.02,47.03,2,2018
2018-09-17 19:15:00,350.02,350.02,1,2018
2018-09-17 19:30:00,52.14,49.18,2,2018
2018-09-17 19:45:00,39.22,39.22,-1,2018
2018-09-17 20:00:00,134.02,46.22,2,2018
2018-09-17 20:15:00,133.02,46.22,2,2018
2018-09-17 20:30:00,44.79,44.79,-1,2018
2018-09-17 20:45:00,25.38,25.38,-1,2018
2018-09-17 21:00:00,54.14,-57.78,2,2018
2018-09-17 21:15:00,54.56,45.89,2,2018
2018-09-17 21:30:00,21.25,21.25,-1,2018
2018-09-17 21:45:00,-51.73,-51.73,-1,2018
2018-09-17 22:00:00,25.38,25.38,-1,2018
2018-09-17 22:15:00,46.99,46.99,-1,2018
2018-09-17 22:30:00,-24.62,-24.62,-1,2018
2018-09-17 22:45:00,42.99,42.99,-1,2018
2018-09-17 23:00:00,39.46,39.46,-1,2018
2018-09-17 23:15:00,42.99,42.99,-1,2018
2018-09-17 23:30:00,36.58,36.58,-1,2018
2018-09-17 23:45:00,39.57,39.57,-1,2018
2018-09-18 00:00:00,39.24,39.24,-1,2018
2018-09-18 00:15:00,0.0,0.0,0,2018
2018-09-18 00:30:00,0.0,0.0,0,2018
2018-09-18 00:45:00,0.0,0.0,0,2018
2018-09-18 01:00:00,0.0,0.0,0,2018
2018-09-18 01:15:00,39.22,39.22,-1,2018
2018-09-18 01:30:00,39.22,39.22,-1,2018
2018-09-18 01:45:00,39.22,39.22,-1,2018
2018-09-18 02:00:00,39.22,39.22,-1,2018
2018-09-18 02:15:00,39.22,39.22,-1,2018
2018-09-18 02:30:00,39.22,39.22,-1,2018
2018-09-18 02:45:00,36.41,36.41,-1,2018
2018-09-18 03:00:00,39.22,39.22,-1,2018
2018-09-18 03:15:00,39.22,39.22,-1,2018
2018-09-18 03:30:00,56.39,56.39,1,2018
2018-09-18 03:45:00,54.99,54.99,1,2018
2018-09-18 04:00:00,37.58,37.58,-1,2018
2018-09-18 04:15:00,27.05,27.05,-1,2018
2018-09-18 04:30:00,52.62,27.05,2,2018
2018-09-18 04:45:00,56.62,56.62,1,2018
2018-09-18 05:00:00,144.12,144.12,1,2018
2018-09-18 05:15:00,52.62,52.62,1,2018
2018-09-18 05:30:00,77.05,77.05,1,2018
2018-09-18 05:45:00,144.12,144.12,1,2018
2018-09-18 06:00:00,57.55,57.55,1,2018
2018-09-18 06:15:00,61.97,61.97,1,2018
2018-09-18 06:30:00,58.95,58.95,1,2018
2018-09-18 06:45:00,77.05,77.05,1,2018
2018-09-18 07:00:00,61.97,61.97,1,2018
2018-09-18 07:15:00,53.81,51.77,2,2018
2018-09-18 07:30:00,53.81,53.81,1,2018
2018-09-18 07:45:00,0.0,0.0,0,2018
2018-09-18 08:00:00,57.81,57.81,1,2018
2018-09-18 08:15:00,53.81,53.81,1,2018
2018-09-18 08:30:00,45.81,45.81,-1,2018
2018-09-18 08:45:00,45.81,45.81,-1,2018
2018-09-18 09:00:00,56.65,56.65,1,2018
2018-09-18 09:15:00,0.0,0.0,0,2018
2018-09-18 09:30:00,49.81,49.81,-1,2018
2018-09-18 09:45:00,42.18,42.18,-1,2018
2018-09-18 10:00:00,57.81,49.81,2,2018
2018-09-18 10:15:00,0.0,0.0,0,2018
2018-09-18 10:30:00,45.81,45.81,-1,2018
2018-09-18 10:45:00,41.99,41.99,-1,2018
2018-09-18 11:00:00,57.81,45.81,2,2018
2018-09-18 11:15:00,53.81,45.81,2,2018
2018-09-18 11:30:00,0.0,0.0,0,2018
2018-09-18 11:45:00,53.81,53.81,1,2018
2018-09-18 12:00:00,41.99,41.99,-1,2018
2018-09-18 12:15:00,41.13,41.13,-1,2018
2018-09-18 12:30:00,53.81,41.13,2,2018
2018-09-18 12:45:00,53.81,53.81,1,2018
2018-09-18 13:00:00,0.0,0.0,0,2018
2018-09-18 13:15:00,0.0,0.0,0,2018
2018-09-18 13:30:00,47.78,47.78,-1,2018
2018-09-18 13:45:00,45.81,45.81,-1,2018
2018-09-18 14:00:00,-72.55,-72.55,-1,2018
2018-09-18 14:15:00,53.81,-72.55,2,2018
2018-09-18 14:30:00,57.81,57.81,1,2018
2018-09-18 14:45:00,61.97,61.97,1,2018
2018-09-18 15:00:00,77.05,77.05,1,2018
2018-09-18 15:15:00,77.05,49.81,2,2018
2018-09-18 15:30:00,56.83,56.83,1,2018
2018-09-18 15:45:00,57.7,57.7,1,2018
2018-09-18 16:00:00,0.0,0.0,0,2018
2018-09-18 16:15:00,57.81,57.81,1,2018
2018-09-18 16:30:00,156.12,156.12,1,2018
2018-09-18 16:45:00,156.12,156.12,1,2018
2018-09-18 17:00:00,60.96,27.05,2,2018
2018-09-18 17:15:00,57.9,27.05,2,2018
2018-09-18 17:30:00,57.91,57.91,1,2018
2018-09-18 17:45:00,156.12,156.12,1,2018
2018-09-18 18:00:00,74.12,74.12,1,2018
2018-09-18 18:15:00,58.88,58.88,1,2018
2018-09-18 18:30:00,58.88,47.78,2,2018
2018-09-18 18:45:00,49.81,49.81,-1,2018
2018-09-18 19:00:00,45.81,45.81,-1,2018
2018-09-18 19:15:00,41.99,41.99,-1,2018
2018-09-18 19:30:00,41.85,41.85,-1,2018
2018-09-18 19:45:00,38.84,38.84,-1,2018
2018-09-18 20:00:00,136.12,45.81,2,2018
2018-09-18 20:15:00,155.12,41.99,2,2018
2018-09-18 20:30:00,155.12,41.99,2,2018
2018-09-18 20:45:00,46.78,46.78,-1,2018
2018-09-18 21:00:00,77.05,49.81,2,2018
2018-09-18 21:15:00,143.12,143.12,1,2018
2018-09-18 21:30:00,56.84,56.84,1,2018
2018-09-18 21:45:00,117.12,117.12,1,2018
2018-09-18 22:00:00,144.02,144.02,1,2018
2018-09-18 22:15:00,144.02,144.02,1,2018
2018-09-18 22:30:00,61.34,61.34,1,2018
2018-09-18 22:45:00,144.02,144.02,1,2018
2018-09-18 23:00:00,133.02,133.02,1,2018
2018-09-18 23:15:00,54.02,54.02,1,2018
2018-09-18 23:30:00,0.0,0.0,0,2018
2018-09-18 23:45:00,47.02,47.02,1,2018
2018-09-19 00:00:00,56.62,56.62,1,2018
2018-09-19 00:15:00,52.62,52.62,1,2018
2018-09-19 00:30:00,51.02,51.02,1,2018
2018-09-19 00:45:00,51.02,51.02,1,2018
2018-09-19 01:00:00,57.83,57.83,1,2018
2018-09-19 01:15:00,52.62,52.62,1,2018
2018-09-19 01:30:00,40.96,40.96,1,2018
2018-09-19 01:45:00,56.62,56.62,1,2018
2018-09-19 02:00:00,56.62,56.62,1,2018
2018-09-19 02:15:00,56.62,56.62,1,2018
2018-09-19 02:30:00,61.34,61.34,1,2018
2018-09-19 02:45:00,77.05,77.05,1,2018
2018-09-19 03:00:00,77.05,40.86,2,2018
2018-09-19 03:15:00,0.0,0.0,0,2018
2018-09-19 03:30:00,56.53,56.53,1,2018
2018-09-19 03:45:00,0.0,0.0,0,2018
2018-09-19 04:00:00,56.02,56.02,1,2018
2018-09-19 04:15:00,56.02,48.02,2,2018
2018-09-19 04:30:00,48.02,48.02,-1,2018
2018-09-19 04:45:00,52.02,52.02,1,2018
2018-09-19 05:00:00,57.19,57.19,1,2018
2018-09-19 05:15:00,0.0,0.0,0,2018
2018-09-19 05:30:00,58.16,58.16,1,2018
2018-09-19 05:45:00,144.02,144.02,1,2018
2018-09-19 06:00:00,144.02,45.19,2,2018
2018-09-19 06:15:00,57.19,57.19,1,2018
2018-09-19 06:30:00,83.0,83.0,1,2018
2018-09-19 06:45:00,92.02,92.02,1,2018
2018-09-19 07:00:00,61.35,61.35,1,2018
2018-09-19 07:15:00,61.35,39.37,2,2018
2018-09-19 07:30:00,40.49,40.49,-1,2018
2018-09-19 07:45:00,41.37,41.37,-1,2018
2018-09-19 08:00:00,147.02,41.37,2,2018
2018-09-19 08:15:00,58.3,49.19,2,2018
2018-09-19 08:30:00,45.19,45.19,-1,2018
2018-09-19 08:45:00,41.37,41.37,-1,2018
2018-09-19 09:00:00,53.19,46.22,2,2018
2018-09-19 09:15:00,53.19,42.07,2,2018
2018-09-19 09:30:00,41.37,41.37,-1,2018
2018-09-19 09:45:00,26.43,26.43,-1,2018
2018-09-19 10:00:00,6.03,6.03,-1,2018
2018-09-19 10:15:00,26.43,26.43,-1,2018
2018-09-19 10:30:00,26.43,26.43,-1,2018
2018-09-19 10:45:00,143.02,-6.7,2,2018
2018-09-19 11:00:00,142.02,-6.7,2,2018
2018-09-19 11:15:00,142.02,-71.15,2,2018
2018-09-19 11:30:00,40.87,40.87,-1,2018
2018-09-19 11:45:00,40.45,40.45,-1,2018
2018-09-19 12:00:00,41.37,41.37,-1,2018
2018-09-19 12:15:00,45.19,45.19,-1,2018
2018-09-19 12:30:00,49.19,49.19,-1,2018
2018-09-19 12:45:00,41.37,41.37,-1,2018
2018-09-19 13:00:00,41.37,41.37,-1,2018
2018-09-19 13:15:00,49.19,49.19,-1,2018
2018-09-19 13:30:00,49.19,49.19,-1,2018
2018-09-19 13:45:00,0.0,0.0,0,2018
2018-09-19 14:00:00,145.02,145.02,1,2018
2018-09-19 14:15:00,61.44,61.44,1,2018
2018-09-19 14:30:00,61.35,61.35,1,2018
2018-09-19 14:45:00,76.43,76.43,1,2018
2018-09-19 15:00:00,76.43,76.43,1,2018
2018-09-19 15:15:00,146.02,146.02,1,2018
2018-09-19 15:30:00,146.02,146.02,1,2018
2018-09-19 15:45:00,146.02,146.02,1,2018
2018-09-19 16:00:00,146.02,40.51,2,2018
2018-09-19 16:15:00,41.62,41.62,-1,2018
2018-09-19 16:30:00,57.19,45.19,2,2018
2018-09-19 16:45:00,146.02,146.02,1,2018
2018-09-19 17:00:00,61.35,45.19,2,2018
2018-09-19 17:15:00,61.35,45.19,2,2018
2018-09-19 17:30:00,61.35,61.35,1,2018
2018-09-19 17:45:00,146.02,146.02,1,2018
2018-09-19 18:00:00,450.0,450.0,1,2018
2018-09-19 18:15:00,450.0,41.37,2,2018
2018-09-19 18:30:00,41.37,41.37,-1,2018
2018-09-19 18:45:00,41.37,41.37,-1,2018
2018-09-19 19:00:00,41.37,41.37,-1,2018
2018-09-19 19:15:00,39.61,39.61,-1,2018
2018-09-19 19:30:00,-23.57,-23.57,-1,2018
2018-09-19 19:45:00,-11.03,-11.03,-1,2018
2018-09-19 20:00:00,81.02,20.03,2,2018
2018-09-19 20:15:00,146.02,20.03,2,2018
2018-09-19 20:30:00,56.02,26.43,2,2018
2018-09-19 20:45:00,26.43,26.43,-1,2018
2018-09-19 21:00:00,126.43,26.43,2,2018
2018-09-19 21:15:00,377.17,26.43,2,2018
2018-09-19 21:30:00,377.17,-56.85,2,2018
2018-09-19 21:45:00,40.25,40.25,-1,2018
2018-09-19 22:00:00,50.12,40.25,2,2018
2018-09-19 22:15:00,60.25,40.25,2,2018
2018-09-19 22:30:00,52.02,40.25,2,2018
2018-09-19 22:45:00,52.02,38.48,2,2018
2018-09-19 23:00:00,41.02,26.43,2,2018
2018-09-19 23:15:00,41.02,26.43,2,2018
2018-09-19 23:30:00,0.0,0.0,0,2018
2018-09-19 23:45:00,40.25,40.25,-1,2018
2018-09-20 00:00:00,40.25,40.25,-1,2018
2018-09-20 00:15:00,56.02,56.02,1,2018
2018-09-20 00:30:00,0.0,0.0,0,2018
2018-09-20 00:45:00,41.02,41.02,1,2018
2018-09-20 01:00:00,56.02,56.02,1,2018
2018-09-20 01:15:00,56.02,56.02,1,2018
2018-09-20 01:30:00,52.02,52.02,1,2018
2018-09-20 01:45:00,52.02,48.02,2,2018
2018-09-20 02:00:00,40.25,40.25,-1,2018
2018-09-20 02:15:00,52.02,48.02,2,2018
2018-09-20 02:30:00,59.64,59.64,1,2018
2018-09-20 02:45:00,56.75,56.75,1,2018
2018-09-20 03:00:00,54.12,48.02,2,2018
2018-09-20 03:15:00,54.12,48.02,2,2018
2018-09-20 03:30:00,40.25,40.25,-1,2018
2018-09-20 03:45:00,36.54,36.54,-1,2018
2018-09-20 04:00:00,-88.65,-88.65,-1,2018
2018-09-20 04:15:00,50.87,50.87,-1,2018
2018-09-20 04:30:00,52.34,50.87,2,2018
2018-09-20 04:45:00,52.34,52.34,1,2018
2018-09-20 05:00:00,52.34,52.34,1,2018
2018-09-20 05:15:00,0.0,0.0,0,2018
2018-09-20 05:30:00,0.0,0.0,0,2018
2018-09-20 05:45:00,52.34,52.34,1,2018
2018-09-20 06:00:00,52.76,52.76,-1,2018
2018-09-20 06:15:00,52.76,52.76,-1,2018
2018-09-20 06:30:00,0.0,0.0,0,2018
2018-09-20 06:45:00,53.52,53.52,1,2018
2018-09-20 07:00:00,155.12,155.12,1,2018
2018-09-20 07:15:00,155.12,155.12,1,2018
2018-09-20 07:30:00,59.1,59.1,1,2018
2018-09-20 07:45:00,58.05,58.05,1,2018
2018-09-20 08:00:00,154.12,154.12,1,2018
2018-09-20 08:15:00,76.76,76.76,1,2018
2018-09-20 08:30:00,57.88,57.88,1,2018
2018-09-20 08:45:00,350.15,52.65,2,2018
2018-09-20 09:00:00,350.15,52.65,2,2018
2018-09-20 09:15:00,350.15,350.15,1,2018
2018-09-20 09:30:00,76.76,76.76,1,2018
2018-09-20 09:45:00,350.15,350.15,1,2018
2018-09-20 10:00:00,42.54,42.63,2,2018
2018-09-20 10:15:00,57.85,57.85,1,2018
2018-09-20 10:30:00,42.54,42.54,1,2018
2018-09-20 10:45:00,63.3,63.3,1,2018
2018-09-20 11:00:00,110.74,110.74,1,2018
2018-09-20 11:15:00,76.15,76.15,1,2018
2018-09-20 11:30:00,59.67,59.67,1,2018
2018-09-20 11:45:00,54.02,50.44,2,2018
2018-09-20 12:00:00,96.76,96.76,1,2018
2018-09-20 12:15:00,81.7,81.7,1,2018
2018-09-20 12:30:00,77.52,77.52,1,2018
2018-09-20 12:45:00,73.52,40.58,2,2018
2018-09-20 13:00:00,73.52,8.76,2,2018
2018-09-20 13:15:00,96.76,8.76,2,2018
2018-09-20 13:30:00,73.52,73.52,1,2018
2018-09-20 13:45:00,96.76,96.76,1,2018
2018-09-20 14:00:00,96.76,26.76,2,2018
2018-09-20 14:15:00,61.7,26.76,2,2018
2018-09-20 14:30:00,145.15,145.15,1,2018
2018-09-20 14:45:00,350.15,350.15,1,2018
2018-09-20 15:00:00,350.15,350.15,1,2018
2018-09-20 15:15:00,350.15,350.15,1,2018
2018-09-20 15:30:00,372.67,372.67,1,2018
2018-09-20 15:45:00,372.67,372.67,1,2018
2018-09-20 16:00:00,375.01,48.41,2,2018
2018-09-20 16:15:00,350.15,48.41,2,2018
2018-09-20 16:30:00,350.15,350.15,1,2018
2018-09-20 16:45:00,375.01,375.01,1,2018
2018-09-20 17:00:00,61.45,61.45,1,2018
2018-09-20 17:15:00,350.15,350.15,1,2018
2018-09-20 17:30:00,156.12,156.12,1,2018
2018-09-20 17:45:00,156.12,156.12,1,2018
2018-09-20 18:00:00,156.12,156.12,1,2018
2018-09-20 18:15:00,61.72,61.72,1,2018
2018-09-20 18:30:00,57.52,57.52,1,2018
2018-09-20 18:45:00,52.76,52.76,-1,2018
2018-09-20 19:00:00,450.0,52.76,2,2018
2018-09-20 19:15:00,350.12,350.12,1,2018
2018-09-20 19:30:00,350.12,52.64,2,2018
2018-09-20 19:45:00,50.85,50.85,-1,2018
2018-09-20 20:00:00,350.12,50.85,2,2018
2018-09-20 20:15:00,72.12,40.58,2,2018
2018-09-20 20:30:00,72.12,-3.39,2,2018
2018-09-20 20:45:00,51.35,51.35,-1,2018
2018-09-20 21:00:00,86.12,51.35,2,2018
2018-09-20 21:15:00,76.76,76.76,1,2018
2018-09-20 21:30:00,63.49,63.49,1,2018
2018-09-20 21:45:00,60.58,49.7,2,2018
2018-09-20 22:00:00,56.34,40.58,2,2018
2018-09-20 22:15:00,57.02,57.02,1,2018
2018-09-20 22:30:00,0.0,0.0,0,2018
2018-09-20 22:45:00,44.34,44.34,-1,2018
2018-09-20 23:00:00,145.02,48.34,2,2018
2018-09-20 23:15:00,145.02,145.02,1,2018
2018-09-20 23:30:00,145.02,38.28,2,2018
2018-09-20 23:45:00,39.69,39.69,-1,2018
2018-09-21 00:00:00,27.03,27.03,-1,2018
2018-09-21 00:15:00,0.0,0.0,0,2018
2018-09-21 00:30:00,41.02,48.34,2,2018
2018-09-21 00:45:00,26.76,26.76,-1,2018
2018-09-21 01:00:00,26.76,26.76,-1,2018
2018-09-21 01:15:00,0.0,0.0,0,2018
2018-09-21 01:30:00,0.0,0.0,0,2018
2018-09-21 01:45:00,48.34,48.34,-1,2018
2018-09-21 02:00:00,48.34,48.34,-1,2018
2018-09-21 02:15:00,44.34,44.34,-1,2018
2018-09-21 02:30:00,38.81,38.81,-1,2018
2018-09-21 02:45:00,48.34,48.34,-1,2018
2018-09-21 03:00:00,44.34,44.34,-1,2018
2018-09-21 03:15:00,39.15,39.15,-1,2018
2018-09-21 03:30:00,144.02,39.15,2,2018
2018-09-21 03:45:00,146.57,146.57,1,2018
2018-09-21 04:00:00,146.57,29.24,2,2018
2018-09-21 04:15:00,43.0,43.0,-1,2018
2018-09-21 04:30:00,57.8,43.0,2,2018
2018-09-21 04:45:00,57.4,57.4,1,2018
2018-09-21 05:00:00,58.72,58.72,1,2018
2018-09-21 05:15:00,63.87,63.87,1,2018
2018-09-21 05:30:00,161.02,161.02,1,2018
2018-09-21 05:45:00,146.02,146.02,1,2018
2018-09-21 06:00:00,157.02,157.02,1,2018
2018-09-21 06:15:00,157.02,157.02,1,2018
2018-09-21 06:30:00,385.14,385.14,1,2018
2018-09-21 06:45:00,385.14,385.14,1,2018
2018-09-21 07:00:00,385.14,52.88,2,2018
2018-09-21 07:15:00,106.14,51.98,2,2018
2018-09-21 07:30:00,113.14,113.14,1,2018
2018-09-21 07:45:00,74.56,74.56,1,2018
2018-09-21 08:00:00,79.24,79.24,1,2018
2018-09-21 08:15:00,59.98,59.98,1,2018
2018-09-21 08:30:00,60.05,60.05,1,2018
2018-09-21 08:45:00,60.05,51.98,2,2018
2018-09-21 09:00:00,79.24,51.98,2,2018
2018-09-21 09:15:00,59.98,59.98,1,2018
2018-09-21 09:30:00,56.75,56.75,1,2018
2018-09-21 09:45:00,56.75,47.98,2,2018
2018-09-21 10:00:00,57.36,57.36,1,2018
2018-09-21 10:15:00,55.98,55.98,1,2018
2018-09-21 10:30:00,51.98,51.98,-1,2018
2018-09-21 10:45:00,51.98,51.98,-1,2018
2018-09-21 11:00:00,64.22,51.98,2,2018
2018-09-21 11:15:00,64.22,64.22,1,2018
2018-09-21 11:30:00,0.0,0.0,0,2018
2018-09-21 11:45:00,-73.12,-73.12,-1,2018
2018-09-21 12:00:00,-145.45,-145.45,-1,2018
2018-09-21 12:15:00,0.0,0.0,0,2018
2018-09-21 12:30:00,0.0,0.0,0,2018
2018-09-21 12:45:00,0.0,0.0,0,2018
2018-09-21 13:00:00,51.98,51.98,-1,2018
2018-09-21 13:15:00,-15.63,-15.63,-1,2018
2018-09-21 13:30:00,-10.01,-10.01,-1,2018
2018-09-21 13:45:00,-121.28,-121.28,-1,2018
2018-09-21 14:00:00,-143.6,-143.6,-1,2018
2018-09-21 14:15:00,0.0,0.0,0,2018
2018-09-21 14:30:00,36.6,36.6,-1,2018
2018-09-21 14:45:00,41.28,41.28,-1,2018
2018-09-21 15:00:00,29.24,29.24,-1,2018
2018-09-21 15:15:00,0.0,0.0,0,2018
2018-09-21 15:30:00,0.0,0.0,0,2018
2018-09-21 15:45:00,0.0,0.0,0,2018
2018-09-21 16:00:00,52.94,52.94,1,2018
2018-09-21 16:15:00,79.24,79.24,1,2018
2018-09-21 16:30:00,155.11,155.11,1,2018
2018-09-21 16:45:00,52.94,51.98,2,2018
2018-09-21 17:00:00,52.65,52.65,-1,2018
2018-09-21 17:15:00,79.24,52.65,2,2018
2018-09-21 17:30:00,79.24,79.24,1,2018
2018-09-21 17:45:00,79.24,79.24,1,2018
2018-09-21 18:00:00,64.22,64.22,1,2018
2018-09-21 18:15:00,64.22,51.98,2,2018
2018-09-21 18:30:00,0.0,0.0,0,2018
2018-09-21 18:45:00,29.24,29.24,-1,2018
2018-09-21 19:00:00,54.16,51.05,2,2018
2018-09-21 19:15:00,55.98,52.58,2,2018
2018-09-21 19:30:00,50.36,50.36,-1,2018
2018-09-21 19:45:00,29.24,29.24,-1,2018
2018-09-21 20:00:00,47.98,47.98,-1,2018
2018-09-21 20:15:00,55.98,41.86,2,2018
2018-09-21 20:30:00,41.95,41.95,-1,2018
2018-09-21 20:45:00,41.59,41.59,-1,2018
2018-09-21 21:00:00,44.15,44.15,-1,2018
2018-09-21 21:15:00,55.98,29.24,2,2018
2018-09-21 21:30:00,-9.99,-9.99,-1,2018
2018-09-21 21:45:00,-4.14,-4.14,-1,2018
2018-09-21 22:00:00,58.16,36.78,2,2018
2018-09-21 22:15:00,0.0,0.0,0,2018
2018-09-21 22:30:00,39.09,39.09,-1,2018
2018-09-21 22:45:00,29.03,29.03,-1,2018
2018-09-21 23:00:00,43.61,43.61,-1,2018
2018-09-21 23:15:00,15.78,15.78,-1,2018
2018-09-21 23:30:00,29.03,29.03,-1,2018
2018-09-21 23:45:00,43.61,43.61,-1,2018
2018-09-22 00:00:00,-84.77,-84.77,-1,2018
2018-09-22 00:15:00,29.03,29.03,-1,2018
2018-09-22 00:30:00,43.97,43.97,-1,2018
2018-09-22 00:45:00,47.77,47.77,-1,2018
2018-09-22 01:00:00,129.03,47.77,2,2018
2018-09-22 01:15:00,61.12,43.97,2,2018
2018-09-22 01:30:00,61.12,36.78,2,2018
2018-09-22 01:45:00,49.78,49.78,-1,2018
2018-09-22 02:00:00,144.12,49.78,2,2018
2018-09-22 02:15:00,79.03,79.03,1,2018
2018-09-22 02:30:00,63.81,63.81,1,2018
2018-09-22 02:45:00,60.12,60.12,1,2018
2018-09-22 03:00:00,60.12,39.19,2,2018
2018-09-22 03:15:00,37.79,37.79,-1,2018
2018-09-22 03:30:00,41.36,35.78,2,2018
2018-09-22 03:45:00,59.81,35.78,2,2018
2018-09-22 04:00:00,63.07,63.07,1,2018
2018-09-22 04:15:00,63.07,63.07,1,2018
2018-09-22 04:30:00,59.03,59.03,1,2018
2018-09-22 04:45:00,65.12,65.12,1,2018
2018-09-22 05:00:00,58.44,37.93,2,2018
2018-09-22 05:15:00,35.83,35.83,-1,2018
