ASSETID;JAAR;DATUM_TIJD;BELASTING
SS MONNICKENDAM 10-1i;2024;2023-01-01 00:00;1265,787131
SS MONNICKENDAM 10-1i;2024;2023-01-01 00:15;1075,19127
SS MONNICKENDAM 10-1i;2024;2023-01-01 00:30;1067,82072
SS MONNICKENDAM 10-1i;2024;2023-01-01 00:45;1144,895479
SS MONNICKENDAM 10-1i;2024;2023-01-01 01:00;804,3986192
SS MONNICKENDAM 10-1i;2024;2023-01-01 01:15;593,6782079
SS MONNICKENDAM 10-1i;2024;2023-01-01 01:30;739,814249
SS MONNICKENDAM 10-1i;2024;2023-01-01 01:45;725,6045307
SS MONNICKENDAM 10-1i;2024;2023-01-01 02:00;502,4440541
SS MONNICKENDAM 10-1i;2024;2023-01-01 02:15;415,401972
SS MONNICKENDAM 10-1i;2024;2023-01-01 02:30;387,3296699
SS MONNICKENDAM 10-1i;2024;2023-01-01 02:45;378,8092262
SS MONNICKENDAM 10-1i;2024;2023-01-01 03:00;336,8326933
SS MONNICKENDAM 10-1i;2024;2023-01-01 03:15;153,2745344
SS MONNICKENDAM 10-1i;2024;2023-01-01 03:30;157,8092722
SS MONNICKENDAM 10-1i;2024;2023-01-01 03:45;275,0870558
SS MONNICKENDAM 10-1i;2024;2023-01-01 04:00;94,712271
SS MONNICKENDAM 10-1i;2024;2023-01-01 04:15;109,1462528
SS MONNICKENDAM 10-1i;2024;2023-01-01 04:30;17,3609019
SS MONNICKENDAM 10-1i;2024;2023-01-01 04:45;14,5818483
SS MONNICKENDAM 10-1i;2024;2023-01-01 05:00;129,0441937
SS MONNICKENDAM 10-1i;2024;2023-01-01 05:15;155,8091608
SS MONNICKENDAM 10-1i;2024;2023-01-01 05:30;244,5222216
SS MONNICKENDAM 10-1i;2024;2023-01-01 05:45;373,5077255
SS MONNICKENDAM 10-1i;2024;2023-01-01 06:00;645,9212928
SS MONNICKENDAM 10-1i;2024;2023-01-01 06:15;632,3907945
SS MONNICKENDAM 10-1i;2024;2023-01-01 06:30;744,030866
SS MONNICKENDAM 10-1i;2024;2023-01-01 06:45;1254,770499
SS MONNICKENDAM 10-1i;2024;2023-01-01 07:00;1262,705122
SS MONNICKENDAM 10-1i;2024;2023-01-01 07:15;1361,347474
SS MONNICKENDAM 10-1i;2024;2023-01-01 07:30;1407,263543
SS MONNICKENDAM 10-1i;2024;2023-01-01 07:45;1537,918561
SS MONNICKENDAM 10-1i;2024;2023-01-01 08:00;1567,284529
SS MONNICKENDAM 10-1i;2024;2023-01-01 08:15;1405,510771
SS MONNICKENDAM 10-1i;2024;2023-01-01 08:30;3764,556685
SS MONNICKENDAM 10-1i;2024;2023-01-01 08:45;3616,505625
SS MONNICKENDAM 10-1i;2024;2023-01-01 09:00;3682,660259
SS MONNICKENDAM 10-1i;2024;2023-01-01 09:15;3509,593099
SS MONNICKENDAM 10-1i;2024;2023-01-01 09:30;3540,343025
SS MONNICKENDAM 10-1i;2024;2023-01-01 09:45;4102,502487
SS MONNICKENDAM 10-1i;2024;2023-01-01 10:00;3733,515769
SS MONNICKENDAM 10-1i;2024;2023-01-01 10:15;3749,74171
SS MONNICKENDAM 10-1i;2024;2023-01-01 10:30;3798,455553
SS MONNICKENDAM 10-1i;2024;2023-01-01 10:45;3234,4328
SS MONNICKENDAM 10-1i;2024;2023-01-01 11:00;3040,926562
SS MONNICKENDAM 10-1i;2024;2023-01-01 11:15;1010,671568
SS MONNICKENDAM 10-1i;2024;2023-01-01 11:30;1063,781677
SS MONNICKENDAM 10-1i;2024;2023-01-01 11:45;3572,496917
SS MONNICKENDAM 10-1i;2024;2023-01-01 12:00;3293,934033
SS MONNICKENDAM 10-1i;2024;2023-01-01 12:15;1025,737131
SS MONNICKENDAM 10-1i;2024;2023-01-01 12:30;3018,843836
SS MONNICKENDAM 10-1i;2024;2023-01-01 12:45;3166,538259
SS MONNICKENDAM 10-1i;2024;2023-01-01 13:00;3518,790591
SS MONNICKENDAM 10-1i;2024;2023-01-01 13:15;3823,142885
SS MONNICKENDAM 10-1i;2024;2023-01-01 13:30;4131,557557
SS MONNICKENDAM 10-1i;2024;2023-01-01 13:45;4658,342424
SS MONNICKENDAM 10-1i;2024;2023-01-01 14:00;5411,430578
SS MONNICKENDAM 10-1i;2024;2023-01-01 14:15;5665,063117
SS MONNICKENDAM 10-1i;2024;2023-01-01 14:30;5963,120375
SS MONNICKENDAM 10-1i;2024;2023-01-01 14:45;6211,664926
SS MONNICKENDAM 10-1i;2024;2023-01-01 15:00;6162,500736
SS MONNICKENDAM 10-1i;2024;2023-01-01 15:15;6170,565757
SS MONNICKENDAM 10-1i;2024;2023-01-01 15:30;6455,690531
SS MONNICKENDAM 10-1i;2024;2023-01-01 15:45;6937,190974
SS MONNICKENDAM 10-1i;2024;2023-01-01 16:00;6806,139258
SS MONNICKENDAM 10-1i;2024;2023-01-01 16:15;7083,469123
SS MONNICKENDAM 10-1i;2024;2023-01-01 16:30;7684,489891
SS MONNICKENDAM 10-1i;2024;2023-01-01 16:45;7865,703301
SS MONNICKENDAM 10-1i;2024;2023-01-01 17:00;7678,192971
SS MONNICKENDAM 10-1i;2024;2023-01-01 17:15;7377,692199
SS MONNICKENDAM 10-1i;2024;2023-01-01 17:30;7469,582069
SS MONNICKENDAM 10-1i;2024;2023-01-01 17:45;6848,342735
SS MONNICKENDAM 10-1i;2024;2023-01-01 18:00;5234,100547
SS MONNICKENDAM 10-1i;2024;2023-01-01 18:15;4312,108194
SS MONNICKENDAM 10-1i;2024;2023-01-01 18:30;4115,235977
SS MONNICKENDAM 10-1i;2024;2023-01-01 18:45;5612,605621
SS MONNICKENDAM 10-1i;2024;2023-01-01 19:00;7129,9674
SS MONNICKENDAM 10-1i;2024;2023-01-01 19:15;6923,641126
SS MONNICKENDAM 10-1i;2024;2023-01-01 19:30;6824,068571
SS MONNICKENDAM 10-1i;2024;2023-01-01 19:45;6537,526172
SS MONNICKENDAM 10-1i;2024;2023-01-01 20:00;6760,077043
SS MONNICKENDAM 10-1i;2024;2023-01-01 20:15;7061,290491
SS MONNICKENDAM 10-1i;2024;2023-01-01 20:30;6984,90424
SS MONNICKENDAM 10-1i;2024;2023-01-01 20:45;6733,94838
SS MONNICKENDAM 10-1i;2024;2023-01-01 21:00;6402,012851
SS MONNICKENDAM 10-1i;2024;2023-01-01 21:15;5968,078375
SS MONNICKENDAM 10-1i;2024;2023-01-01 21:30;5886,390509
SS MONNICKENDAM 10-1i;2024;2023-01-01 21:45;5282,197417
SS MONNICKENDAM 10-1i;2024;2023-01-01 22:00;5093,659624
SS MONNICKENDAM 10-1i;2024;2023-01-01 22:15;4940,290428
SS MONNICKENDAM 10-1i;2024;2023-01-01 22:30;4554,230898
SS MONNICKENDAM 10-1i;2024;2023-01-01 22:45;4248,154773
SS MONNICKENDAM 10-1i;2024;2023-01-01 23:00;4395,661612
SS MONNICKENDAM 10-1i;2024;2023-01-01 23:15;4982,710742
SS MONNICKENDAM 10-1i;2024;2023-01-01 23:30;4995,163244
SS MONNICKENDAM 10-1i;2024;2023-01-01 23:45;4655,102744
SS MONNICKENDAM 10-1i;2024;2023-01-02 00:00;4291,931383
SS MONNICKENDAM 10-1i;2024;2023-01-02 00:15;3812,183511
SS MONNICKENDAM 10-1i;2024;2023-01-02 00:30;3737,798304
SS MONNICKENDAM 10-1i;2024;2023-01-02 00:45;3831,088994
SS MONNICKENDAM 10-1i;2024;2023-01-02 01:00;3985,247206
SS MONNICKENDAM 10-1i;2024;2023-01-02 01:15;3939,174807
SS MONNICKENDAM 10-1i;2024;2023-01-02 01:30;3902,598259
SS MONNICKENDAM 10-1i;2024;2023-01-02 01:45;4100,076731
SS MONNICKENDAM 10-1i;2024;2023-01-02 02:00;4164,18986
SS MONNICKENDAM 10-1i;2024;2023-01-02 02:15;4153,211044
SS MONNICKENDAM 10-1i;2024;2023-01-02 02:30;3930,39091
SS MONNICKENDAM 10-1i;2024;2023-01-02 02:45;3994,194016
SS MONNICKENDAM 10-1i;2024;2023-01-02 03:00;4023,817925
SS MONNICKENDAM 10-1i;2024;2023-01-02 03:15;4189,66325
SS MONNICKENDAM 10-1i;2024;2023-01-02 03:30;4376,201278
SS MONNICKENDAM 10-1i;2024;2023-01-02 03:45;4163,853468
SS MONNICKENDAM 10-1i;2024;2023-01-02 04:00;4154,012337
SS MONNICKENDAM 10-1i;2024;2023-01-02 04:15;4318,348855
SS MONNICKENDAM 10-1i;2024;2023-01-02 04:30;4306,303699
SS MONNICKENDAM 10-1i;2024;2023-01-02 04:45;4278,184536
SS MONNICKENDAM 10-1i;2024;2023-01-02 05:00;3896,728191
SS MONNICKENDAM 10-1i;2024;2023-01-02 05:15;4102,590244
SS MONNICKENDAM 10-1i;2024;2023-01-02 05:30;5115,912731
SS MONNICKENDAM 10-1i;2024;2023-01-02 05:45;5498,008528
SS MONNICKENDAM 10-1i;2024;2023-01-02 06:00;5730,528078
SS MONNICKENDAM 10-1i;2024;2023-01-02 06:15;5450,041284
SS MONNICKENDAM 10-1i;2024;2023-01-02 06:30;6218,172345
SS MONNICKENDAM 10-1i;2024;2023-01-02 06:45;6831,530888
SS MONNICKENDAM 10-1i;2024;2023-01-02 07:00;7460,558719
SS MONNICKENDAM 10-1i;2024;2023-01-02 07:15;7969,349168
SS MONNICKENDAM 10-1i;2024;2023-01-02 07:30;8204,724633
SS MONNICKENDAM 10-1i;2024;2023-01-02 07:45;7936,196719
SS MONNICKENDAM 10-1i;2024;2023-01-02 08:00;7896,299071
SS MONNICKENDAM 10-1i;2024;2023-01-02 08:15;7728,393671
SS MONNICKENDAM 10-1i;2024;2023-01-02 08:30;7817,866176
SS MONNICKENDAM 10-1i;2024;2023-01-02 08:45;7815,206865
SS MONNICKENDAM 10-1i;2024;2023-01-02 09:00;7592,739351
SS MONNICKENDAM 10-1i;2024;2023-01-02 09:15;7782,689669
SS MONNICKENDAM 10-1i;2024;2023-01-02 09:30;7842,222784
SS MONNICKENDAM 10-1i;2024;2023-01-02 09:45;7941,341818
SS MONNICKENDAM 10-1i;2024;2023-01-02 10:00;7890,249694
SS MONNICKENDAM 10-1i;2024;2023-01-02 10:15;7328,513332
SS MONNICKENDAM 10-1i;2024;2023-01-02 10:30;7232,161374
SS MONNICKENDAM 10-1i;2024;2023-01-02 10:45;7271,051794
SS MONNICKENDAM 10-1i;2024;2023-01-02 11:00;6826,490899
SS MONNICKENDAM 10-1i;2024;2023-01-02 11:15;6602,781317
SS MONNICKENDAM 10-1i;2024;2023-01-02 11:30;6501,690834
SS MONNICKENDAM 10-1i;2024;2023-01-02 11:45;6742,018581
SS MONNICKENDAM 10-1i;2024;2023-01-02 12:00;6872,631391
SS MONNICKENDAM 10-1i;2024;2023-01-02 12:15;6901,135358
SS MONNICKENDAM 10-1i;2024;2023-01-02 12:30;7514,205338
SS MONNICKENDAM 10-1i;2024;2023-01-02 12:45;7938,742175
SS MONNICKENDAM 10-1i;2024;2023-01-02 13:00;8120,34206
SS MONNICKENDAM 10-1i;2024;2023-01-02 13:15;7364,840156
SS MONNICKENDAM 10-1i;2024;2023-01-02 13:30;7402,050837
SS MONNICKENDAM 10-1i;2024;2023-01-02 13:45;7696,926995
SS MONNICKENDAM 10-1i;2024;2023-01-02 14:00;8126,035973
SS MONNICKENDAM 10-1i;2024;2023-01-02 14:15;7856,02697
SS MONNICKENDAM 10-1i;2024;2023-01-02 14:30;7544,878484
SS MONNICKENDAM 10-1i;2024;2023-01-02 14:45;7547,655789
SS MONNICKENDAM 10-1i;2024;2023-01-02 15:00;7743,463196
SS MONNICKENDAM 10-1i;2024;2023-01-02 15:15;7776,117684
SS MONNICKENDAM 10-1i;2024;2023-01-02 15:30;7866,14652
SS MONNICKENDAM 10-1i;2024;2023-01-02 15:45;8426,050634
SS MONNICKENDAM 10-1i;2024;2023-01-02 16:00;8789,932969
SS MONNICKENDAM 10-1i;2024;2023-01-02 16:15;9097,141092
SS MONNICKENDAM 10-1i;2024;2023-01-02 16:30;9669,572099
SS MONNICKENDAM 10-1i;2024;2023-01-02 16:45;10124,27339
SS MONNICKENDAM 10-1i;2024;2023-01-02 17:00;9819,886929
SS MONNICKENDAM 10-1i;2024;2023-01-02 17:15;9659,922778
SS MONNICKENDAM 10-1i;2024;2023-01-02 17:30;9755,619377
SS MONNICKENDAM 10-1i;2024;2023-01-02 17:45;9676,79218
SS MONNICKENDAM 10-1i;2024;2023-01-02 18:00;9412,560102
SS MONNICKENDAM 10-1i;2024;2023-01-02 18:15;8951,099707
SS MONNICKENDAM 10-1i;2024;2023-01-02 18:30;8630,602498
SS MONNICKENDAM 10-1i;2024;2023-01-02 18:45;8639,898602
SS MONNICKENDAM 10-1i;2024;2023-01-02 19:00;8282,523112
SS MONNICKENDAM 10-1i;2024;2023-01-02 19:15;8171,210949
SS MONNICKENDAM 10-1i;2024;2023-01-02 19:30;8012,880841
SS MONNICKENDAM 10-1i;2024;2023-01-02 19:45;8208,369005
SS MONNICKENDAM 10-1i;2024;2023-01-02 20:00;7789,480147
SS MONNICKENDAM 10-1i;2024;2023-01-02 20:15;7591,744009
SS MONNICKENDAM 10-1i;2024;2023-01-02 20:30;7446,37328
SS MONNICKENDAM 10-1i;2024;2023-01-02 20:45;7247,448383
SS MONNICKENDAM 10-1i;2024;2023-01-02 21:00;6997,280713
SS MONNICKENDAM 10-1i;2024;2023-01-02 21:15;6952,408527
SS MONNICKENDAM 10-1i;2024;2023-01-02 21:30;6983,299495
SS MONNICKENDAM 10-1i;2024;2023-01-02 21:45;6555,467267
SS MONNICKENDAM 10-1i;2024;2023-01-02 22:00;6325,938778
SS MONNICKENDAM 10-1i;2024;2023-01-02 22:15;6309,218692
SS MONNICKENDAM 10-1i;2024;2023-01-02 22:30;6195,449068
SS MONNICKENDAM 10-1i;2024;2023-01-02 22:45;6008,446822
SS MONNICKENDAM 10-1i;2024;2023-01-02 23:00;5656,478141
SS MONNICKENDAM 10-1i;2024;2023-01-02 23:15;5730,699423
SS MONNICKENDAM 10-1i;2024;2023-01-02 23:30;5515,896854
SS MONNICKENDAM 10-1i;2024;2023-01-02 23:45;5471,883296
SS MONNICKENDAM 10-1i;2024;2023-01-03 00:00;5338,200924
SS MONNICKENDAM 10-1i;2024;2023-01-03 00:15;5263,959746
SS MONNICKENDAM 10-1i;2024;2023-01-03 00:30;5229,254899
SS MONNICKENDAM 10-1i;2024;2023-01-03 00:45;5139,876274
SS MONNICKENDAM 10-1i;2024;2023-01-03 01:00;5154,223506
SS MONNICKENDAM 10-1i;2024;2023-01-03 01:15;5050,045873
SS MONNICKENDAM 10-1i;2024;2023-01-03 01:30;5165,793344
SS MONNICKENDAM 10-1i;2024;2023-01-03 01:45;5217,890143
SS MONNICKENDAM 10-1i;2024;2023-01-03 02:00;5189,496973
SS MONNICKENDAM 10-1i;2024;2023-01-03 02:15;5250,475259
SS MONNICKENDAM 10-1i;2024;2023-01-03 02:30;5278,23638
SS MONNICKENDAM 10-1i;2024;2023-01-03 02:45;5242,62505
SS MONNICKENDAM 10-1i;2024;2023-01-03 03:00;5324,446961
SS MONNICKENDAM 10-1i;2024;2023-01-03 03:15;5280,373048
SS MONNICKENDAM 10-1i;2024;2023-01-03 03:30;5309,377662
SS MONNICKENDAM 10-1i;2024;2023-01-03 03:45;5270,465866
SS MONNICKENDAM 10-1i;2024;2023-01-03 04:00;5393,850994
SS MONNICKENDAM 10-1i;2024;2023-01-03 04:15;5269,415241
SS MONNICKENDAM 10-1i;2024;2023-01-03 04:30;5260,401313
SS MONNICKENDAM 10-1i;2024;2023-01-03 04:45;5485,10647
SS MONNICKENDAM 10-1i;2024;2023-01-03 05:00;5785,107313
SS MONNICKENDAM 10-1i;2024;2023-01-03 05:15;5521,07707
SS MONNICKENDAM 10-1i;2024;2023-01-03 05:30;5883,37775
SS MONNICKENDAM 10-1i;2024;2023-01-03 05:45;6411,973743
SS MONNICKENDAM 10-1i;2024;2023-01-03 06:00;6851,603617
SS MONNICKENDAM 10-1i;2024;2023-01-03 06:15;7379,22401
SS MONNICKENDAM 10-1i;2024;2023-01-03 06:30;7724,276194
SS MONNICKENDAM 10-1i;2024;2023-01-03 06:45;7953,965955
SS MONNICKENDAM 10-1i;2024;2023-01-03 07:00;8222,08834
SS MONNICKENDAM 10-1i;2024;2023-01-03 07:15;8339,321748
SS MONNICKENDAM 10-1i;2024;2023-01-03 07:30;8251,351629
SS MONNICKENDAM 10-1i;2024;2023-01-03 07:45;7901,042271
SS MONNICKENDAM 10-1i;2024;2023-01-03 08:00;8149,882373
SS MONNICKENDAM 10-1i;2024;2023-01-03 08:15;8141,785618
SS MONNICKENDAM 10-1i;2024;2023-01-03 08:30;8244,902448
SS MONNICKENDAM 10-1i;2024;2023-01-03 08:45;7436,792062
SS MONNICKENDAM 10-1i;2024;2023-01-03 09:00;6725,390056
SS MONNICKENDAM 10-1i;2024;2023-01-03 09:15;6849,555519
SS MONNICKENDAM 10-1i;2024;2023-01-03 09:30;7366,373475
SS MONNICKENDAM 10-1i;2024;2023-01-03 09:45;7708,433808
SS MONNICKENDAM 10-1i;2024;2023-01-03 10:00;7531,444993
SS MONNICKENDAM 10-1i;2024;2023-01-03 10:15;6778,623439
SS MONNICKENDAM 10-1i;2024;2023-01-03 10:30;6237,525208
SS MONNICKENDAM 10-1i;2024;2023-01-03 10:45;6509,43378
SS MONNICKENDAM 10-1i;2024;2023-01-03 11:00;6814,398243
SS MONNICKENDAM 10-1i;2024;2023-01-03 11:15;6783,374201
SS MONNICKENDAM 10-1i;2024;2023-01-03 11:30;6971,544873
SS MONNICKENDAM 10-1i;2024;2023-01-03 11:45;6965,141884
SS MONNICKENDAM 10-1i;2024;2023-01-03 12:00;7001,443278
SS MONNICKENDAM 10-1i;2024;2023-01-03 12:15;6984,098701
SS MONNICKENDAM 10-1i;2024;2023-01-03 12:30;6773,310089
SS MONNICKENDAM 10-1i;2024;2023-01-03 12:45;6532,978276
SS MONNICKENDAM 10-1i;2024;2023-01-03 13:00;6555,401255
SS MONNICKENDAM 10-1i;2024;2023-01-03 13:15;6511,859405
SS MONNICKENDAM 10-1i;2024;2023-01-03 13:30;6265,803278
SS MONNICKENDAM 10-1i;2024;2023-01-03 13:45;6379,26923
SS MONNICKENDAM 10-1i;2024;2023-01-03 14:00;6229,255271
SS MONNICKENDAM 10-1i;2024;2023-01-03 14:15;6280,002932
SS MONNICKENDAM 10-1i;2024;2023-01-03 14:30;6277,171295
SS MONNICKENDAM 10-1i;2024;2023-01-03 14:45;6222,612871
SS MONNICKENDAM 10-1i;2024;2023-01-03 15:00;5981,690573
SS MONNICKENDAM 10-1i;2024;2023-01-03 15:15;5944,710427
SS MONNICKENDAM 10-1i;2024;2023-01-03 15:30;5838,880648
SS MONNICKENDAM 10-1i;2024;2023-01-03 15:45;5835,948196
SS MONNICKENDAM 10-1i;2024;2023-01-03 16:00;5800,44561
SS MONNICKENDAM 10-1i;2024;2023-01-03 16:15;6134,37392
SS MONNICKENDAM 10-1i;2024;2023-01-03 16:30;6335,1754
SS MONNICKENDAM 10-1i;2024;2023-01-03 16:45;6347,893515
SS MONNICKENDAM 10-1i;2024;2023-01-03 17:00;6126,132423
SS MONNICKENDAM 10-1i;2024;2023-01-03 17:15;5931,298922
SS MONNICKENDAM 10-1i;2024;2023-01-03 17:30;5732,567495
SS MONNICKENDAM 10-1i;2024;2023-01-03 17:45;5601,614479
SS MONNICKENDAM 10-1i;2024;2023-01-03 18:00;5413,15574
SS MONNICKENDAM 10-1i;2024;2023-01-03 18:15;5148,547989
SS MONNICKENDAM 10-1i;2024;2023-01-03 18:30;4917,474075
SS MONNICKENDAM 10-1i;2024;2023-01-03 18:45;4780,607902
SS MONNICKENDAM 10-1i;2024;2023-01-03 19:00;4649,102096
SS MONNICKENDAM 10-1i;2024;2023-01-03 19:15;4515,554963
SS MONNICKENDAM 10-1i;2024;2023-01-03 19:30;4437,45247
SS MONNICKENDAM 10-1i;2024;2023-01-03 19:45;4240,16817
SS MONNICKENDAM 10-1i;2024;2023-01-03 20:00;4115,44308
SS MONNICKENDAM 10-1i;2024;2023-01-03 20:15;4069,758877
SS MONNICKENDAM 10-1i;2024;2023-01-03 20:30;2212,426142
SS MONNICKENDAM 10-1i;2024;2023-01-03 20:45;2126,987779
SS MONNICKENDAM 10-1i;2024;2023-01-03 21:00;2035,514661
SS MONNICKENDAM 10-1i;2024;2023-01-03 21:15;1842,63091
SS MONNICKENDAM 10-1i;2024;2023-01-03 21:30;1713,004009
SS MONNICKENDAM 10-1i;2024;2023-01-03 21:45;1583,734533
SS MONNICKENDAM 10-1i;2024;2023-01-03 22:00;1436,528048
SS MONNICKENDAM 10-1i;2024;2023-01-03 22:15;1292,370652
SS MONNICKENDAM 10-1i;2024;2023-01-03 22:30;1199,039453
SS MONNICKENDAM 10-1i;2024;2023-01-03 22:45;1142,898575
SS MONNICKENDAM 10-1i;2024;2023-01-03 23:00;640,3151027
SS MONNICKENDAM 10-1i;2024;2023-01-03 23:15;797,2946275
SS MONNICKENDAM 10-1i;2024;2023-01-03 23:30;691,4583473
SS MONNICKENDAM 10-1i;2024;2023-01-03 23:45;663,8821985
SS MONNICKENDAM 10-1i;2024;2023-01-04 00:00;726,6516065
SS MONNICKENDAM 10-1i;2024;2023-01-04 00:15;516,7389303
SS MONNICKENDAM 10-1i;2024;2023-01-04 00:30;695,0317411
SS MONNICKENDAM 10-1i;2024;2023-01-04 00:45;572,0345413
SS MONNICKENDAM 10-1i;2024;2023-01-04 01:00;688,7324105
SS MONNICKENDAM 10-1i;2024;2023-01-04 01:15;654,4505925
SS MONNICKENDAM 10-1i;2024;2023-01-04 01:30;528,394749
SS MONNICKENDAM 10-1i;2024;2023-01-04 01:45;592,7395868
SS MONNICKENDAM 10-1i;2024;2023-01-04 02:00;568,0163944
SS MONNICKENDAM 10-1i;2024;2023-01-04 02:15;577,9238507
SS MONNICKENDAM 10-1i;2024;2023-01-04 02:30;572,9915471
SS MONNICKENDAM 10-1i;2024;2023-01-04 02:45;547,5578389
SS MONNICKENDAM 10-1i;2024;2023-01-04 03:00;641,4259161
SS MONNICKENDAM 10-1i;2024;2023-01-04 03:15;584,4675254
SS MONNICKENDAM 10-1i;2024;2023-01-04 03:30;610,3148131
SS MONNICKENDAM 10-1i;2024;2023-01-04 03:45;547,3348325
SS MONNICKENDAM 10-1i;2024;2023-01-04 04:00;571,4078387
SS MONNICKENDAM 10-1i;2024;2023-01-04 04:15;700,8162113
SS MONNICKENDAM 10-1i;2024;2023-01-04 04:30;740,067941
SS MONNICKENDAM 10-1i;2024;2023-01-04 04:45;958,546074
SS MONNICKENDAM 10-1i;2024;2023-01-04 05:00;1256,590426
SS MONNICKENDAM 10-1i;2024;2023-01-04 05:15;1558,173981
SS MONNICKENDAM 10-1i;2024;2023-01-04 05:30;1829,025114
SS MONNICKENDAM 10-1i;2024;2023-01-04 05:45;2227,961694
SS MONNICKENDAM 10-1i;2024;2023-01-04 06:00;2642,781986
SS MONNICKENDAM 10-1i;2024;2023-01-04 06:15;2815,511812
SS MONNICKENDAM 10-1i;2024;2023-01-04 06:30;3097,574194
SS MONNICKENDAM 10-1i;2024;2023-01-04 06:45;3397,547991
SS MONNICKENDAM 10-1i;2024;2023-01-04 07:00;3619,625363
SS MONNICKENDAM 10-1i;2024;2023-01-04 07:15;5062,993388
SS MONNICKENDAM 10-1i;2024;2023-01-04 07:30;5177,359426
SS MONNICKENDAM 10-1i;2024;2023-01-04 07:45;5213,09596
SS MONNICKENDAM 10-1i;2024;2023-01-04 08:00;5300,394256
SS MONNICKENDAM 10-1i;2024;2023-01-04 08:15;5350,359049
SS MONNICKENDAM 10-1i;2024;2023-01-04 08:30;5434,860515
SS MONNICKENDAM 10-1i;2024;2023-01-04 08:45;5506,203898
SS MONNICKENDAM 10-1i;2024;2023-01-04 09:00;5561,294601
SS MONNICKENDAM 10-1i;2024;2023-01-04 09:15;5449,738265
SS MONNICKENDAM 10-1i;2024;2023-01-04 09:30;5412,523814
SS MONNICKENDAM 10-1i;2024;2023-01-04 09:45;5487,488739
SS MONNICKENDAM 10-1i;2024;2023-01-04 10:00;5458,598008
SS MONNICKENDAM 10-1i;2024;2023-01-04 10:15;5251,443375
SS MONNICKENDAM 10-1i;2024;2023-01-04 10:30;3960,394506
SS MONNICKENDAM 10-1i;2024;2023-01-04 10:45;5247,217637
SS MONNICKENDAM 10-1i;2024;2023-01-04 11:00;5487,76431
SS MONNICKENDAM 10-1i;2024;2023-01-04 11:15;5393,30623
SS MONNICKENDAM 10-1i;2024;2023-01-04 11:30;5281,49587
SS MONNICKENDAM 10-1i;2024;2023-01-04 11:45;5165,454789
SS MONNICKENDAM 10-1i;2024;2023-01-04 12:00;5053,377037
SS MONNICKENDAM 10-1i;2024;2023-01-04 12:15;5016,852643
SS MONNICKENDAM 10-1i;2024;2023-01-04 12:30;4919,257398
SS MONNICKENDAM 10-1i;2024;2023-01-04 12:45;3500,893265
SS MONNICKENDAM 10-1i;2024;2023-01-04 13:00;3533,731572
SS MONNICKENDAM 10-1i;2024;2023-01-04 13:15;3507,770708
SS MONNICKENDAM 10-1i;2024;2023-01-04 13:30;4978,963601
SS MONNICKENDAM 10-1i;2024;2023-01-04 13:45;5043,13293
SS MONNICKENDAM 10-1i;2024;2023-01-04 14:00;4983,325165
SS MONNICKENDAM 10-1i;2024;2023-01-04 14:15;4965,035959
SS MONNICKENDAM 10-1i;2024;2023-01-04 14:30;4978,425725
SS MONNICKENDAM 10-1i;2024;2023-01-04 14:45;5049,283041
SS MONNICKENDAM 10-1i;2024;2023-01-04 15:00;5093,182189
SS MONNICKENDAM 10-1i;2024;2023-01-04 15:15;5143,860381
SS MONNICKENDAM 10-1i;2024;2023-01-04 15:30;5167,303931
SS MONNICKENDAM 10-1i;2024;2023-01-04 15:45;5401,219338
SS MONNICKENDAM 10-1i;2024;2023-01-04 16:00;5666,612389
SS MONNICKENDAM 10-1i;2024;2023-01-04 16:15;5852,627014
SS MONNICKENDAM 10-1i;2024;2023-01-04 16:30;6114,246034
SS MONNICKENDAM 10-1i;2024;2023-01-04 16:45;6278,632075
SS MONNICKENDAM 10-1i;2024;2023-01-04 17:00;6092,307497
SS MONNICKENDAM 10-1i;2024;2023-01-04 17:15;5890,849153
SS MONNICKENDAM 10-1i;2024;2023-01-04 17:30;5807,236791
SS MONNICKENDAM 10-1i;2024;2023-01-04 17:45;5639,156521
SS MONNICKENDAM 10-1i;2024;2023-01-04 18:00;5442,437673
SS MONNICKENDAM 10-1i;2024;2023-01-04 18:15;5244,971709
SS MONNICKENDAM 10-1i;2024;2023-01-04 18:30;5133,289945
SS MONNICKENDAM 10-1i;2024;2023-01-04 18:45;5032,79282
SS MONNICKENDAM 10-1i;2024;2023-01-04 19:00;4885,561828
SS MONNICKENDAM 10-1i;2024;2023-01-04 19:15;4733,381257
SS MONNICKENDAM 10-1i;2024;2023-01-04 19:30;4621,136272
SS MONNICKENDAM 10-1i;2024;2023-01-04 19:45;4532,179548
SS MONNICKENDAM 10-1i;2024;2023-01-04 20:00;4361,795417
SS MONNICKENDAM 10-1i;2024;2023-01-04 20:15;4251,015191
SS MONNICKENDAM 10-1i;2024;2023-01-04 20:30;4142,281609
SS MONNICKENDAM 10-1i;2024;2023-01-04 20:45;4017,167358
SS MONNICKENDAM 10-1i;2024;2023-01-04 21:00;2367,371303
SS MONNICKENDAM 10-1i;2024;2023-01-04 21:15;2211,121438
SS MONNICKENDAM 10-1i;2024;2023-01-04 21:30;2111,694605
SS MONNICKENDAM 10-1i;2024;2023-01-04 21:45;1881,985954
SS MONNICKENDAM 10-1i;2024;2023-01-04 22:00;1779,010699
