time,count
00:15,3
00:30,2
00:45,1
01:00,3
01:15,2
01:30,2
01:45,2
02:00,1
02:15,2
02:30,1
02:45,2
03:00,1
03:15,2
03:30,4
03:45,3
04:00,3
04:15,5
04:30,3
04:45,3
05:00,4
05:15,4
05:30,2
05:45,2
06:00,3
06:15,2
06:30,1
06:45,1
08:15,1
08:30,1
09:45,1
10:15,2
10:30,3
10:45,4
11:00,2
11:15,3
11:30,4
11:45,3
14:00,2
14:15,1
16:00,1
19:00,1
19:15,1
19:30,1
19:45,1
20:15,1
20:30,2
20:45,1
21:45,2
22:00,2
22:15,1
22:45,1
23:00,2
23:15,2
23:45,3
