time,count
00:00,148
00:15,150
00:30,183
00:45,200
01:00,213
01:15,212
01:30,235
01:45,248
02:00,236
02:15,238
02:30,258
02:45,270
03:00,171
03:15,169
03:30,195
03:45,215
04:00,74
04:15,76
04:30,91
04:45,122
05:00,33
05:15,31
05:30,39
05:45,70
06:00,8
06:15,7
06:30,9
06:45,29
07:00,10
07:15,10
07:30,3
07:45,10
08:00,25
08:15,25
08:30,8
08:45,8
09:00,72
09:15,75
09:30,124
09:45,118
10:00,205
10:15,213
10:30,242
10:45,248
11:00,285
11:15,287
11:30,293
11:45,304
12:00,291
12:15,290
12:30,296
12:45,318
13:00,240
13:15,237
13:30,263
13:45,296
14:00,92
14:15,97
14:30,128
14:45,239
15:00,18
15:15,24
15:30,28
15:45,150
16:00,1
16:15,2
16:45,64
17:15,1
17:45,8
18:45,1
21:00,8
21:15,8
21:30,13
21:45,14
22:00,35
22:15,35
22:30,46
22:45,48
23:00,65
23:15,66
23:30,104
23:45,108
