time,count
00:00,78
00:15,87
00:30,109
00:45,136
01:00,85
01:15,88
01:30,98
01:45,137
02:00,77
02:15,91
02:30,95
02:45,129
03:00,76
03:15,73
03:30,95
03:45,128
04:00,93
04:15,90
04:30,93
04:45,102
05:00,116
05:15,106
05:30,79
05:45,107
06:00,95
06:15,66
06:30,55
06:45,61
07:00,65
07:15,60
07:30,60
07:45,66
08:00,68
08:15,104
08:30,119
08:45,125
09:00,82
09:15,103
09:30,140
09:45,161
10:00,95
10:15,122
10:30,164
10:45,189
11:00,113
11:15,133
11:30,152
11:45,136
12:00,103
12:15,115
12:30,133
12:45,152
13:00,118
13:15,122
13:30,121
13:45,147
14:00,144
14:15,130
14:30,117
14:45,119
15:00,142
15:15,120
15:30,84
15:45,95
16:00,141
16:15,84
16:30,60
16:45,65
17:00,100
17:15,58
17:30,44
17:45,48
18:00,84
18:15,75
18:30,70
18:45,65
19:00,81
19:15,78
19:30,69
19:45,71
20:00,58
20:15,57
20:30,80
20:45,91
21:00,53
21:15,49
21:30,77
21:45,103
22:00,72
22:15,49
22:30,73
22:45,111
23:00,99
23:15,87
23:30,110
23:45,158
